SSP_ID_1,SSP_ID_2,K_Vec
511,1984,33900
95,1314,33901
3425,4293,33904
580,3511,33905
3531,3790,33907
4221,4495,33908
2578,4943,33908
3265,3947,33911
2159,2438,33914
95,477,33915
1258,1475,33918
1462,3664,33920
1923,4862,33920
1145,3379,33923
4091,4514,33926
2128,2931,33927
3260,4333,33927
385,2316,33928
1862,1926,33928
4237,4838,33929
4351,4432,33933
1343,3750,33933
1386,4198,33935
99,3731,33937
2724,4178,33938
181,1540,33939
2490,4777,33941
3401,3458,33944
2318,3539,33944
198,419,33945
2707,3785,33947
1386,4907,33947
1117,4101,33948
2085,4749,33951
4074,4606,33953
240,537,33955
3895,3896,33956
1003,5011,33959
198,3679,33962
2815,4984,33963
2355,4289,33966
2707,4682,33966
982,3724,33968
3677,4432,33969
2298,3047,33971
1129,2512,33971
2176,3408,33972
1385,1668,33972
1779,3439,33972
1068,2121,33973
1182,3355,33973
2228,3544,33973
259,1813,33973
3722,4257,33974
423,428,33975
3692,4279,33975
2423,4184,33976
3558,3646,33978
1076,2942,33979
66,91,33980
644,3155,33981
2756,4438,33984
1756,4567,33985
177,1697,33986
1553,2808,33987
2047,3716,33987
4267,4985,33988
765,2972,33989
2693,4814,33990
117,436,33990
2344,2548,33992
4849,4901,33994
1578,2004,33997
1662,3779,33998
3269,3494,33999
3851,4426,33999
1709,1916,34000
2274,3213,34000
1671,4528,34001
3013,4422,34002
747,4567,34002
1314,3470,34002
477,3470,34003
997,4217,34004
1995,2519,34005
1227,3677,34008
146,4523,34008
3032,4319,34009
946,1183,34011
407,4552,34012
230,4426,34014
1793,3902,34014
3794,4965,34016
1106,1153,34017
3380,3986,34020
2055,2152,34021
449,2664,34022
2192,2266,34023
578,1932,34024
3441,3871,34026
1693,3259,34026
1234,2057,34027
1680,2605,34028
344,362,34028
1206,1340,34028
872,5012,34030
2810,3389,34030
1897,2940,34035
2502,4842,34035
4194,4585,34035
501,1610,34038
626,1509,34038
1841,2109,34039
3959,4535,34040
3700,5004,34042
2269,2656,34043
372,3947,34045
2032,2728,34046
3254,4575,34047
114,979,34047
936,3595,34050
577,4521,34052
615,1413,34052
1747,1751,34053
4241,5007,34055
732,4075,34057
3176,5023,34058
1574,4973,34058
1484,2028,34059
523,2185,34060
495,2353,34062
1376,2929,34063
2767,4509,34063
65,322,34064
513,4826,34066
3161,4963,34069
1768,2225,34070
16,4601,34070
1115,2262,34071
2426,3651,34072
2742,4999,34075
837,1653,34075
123,882,34076
159,3016,34079
642,649,34083
1079,1989,34083
1258,1510,34085
2207,3362,34085
669,3584,34085
377,4504,34087
1325,3264,34088
1790,3160,34088
677,731,34089
184,2032,34089
2096,2345,34090
738,4736,34090
2057,2767,34090
1169,2075,34090
4188,4454,34093
2846,3757,34095
378,2860,34100
3032,4185,34100
1309,2815,34102
364,4993,34103
1073,4458,34106
703,790,34109
293,2611,34110
2453,3780,34112
416,2015,34112
3541,3906,34112
3403,3637,34112
2468,3775,34112
2895,3255,34112
2777,3461,34112
98,2575,34113
285,1426,34114
2211,3556,34117
944,2108,34117
3969,4393,34118
78,5042,34120
947,2733,34121
310,3752,34121
1025,2499,34121
762,1427,34122
3757,4432,34122
2590,3660,34125
100,3854,34125
290,1586,34125
3440,4141,34126
3292,4558,34129
1499,2840,34130
258,3441,34130
2380,3619,34130
1085,3229,34131
423,4722,34133
1023,4943,34135
851,874,34135
618,2423,34135
779,3711,34136
1486,1932,34138
55,2466,34138
565,1339,34139
3371,4415,34141
1284,2813,34142
2071,4073,34143
2003,3458,34146
915,2137,34147
1208,3539,34149
127,2365,34149
1100,3640,34150
229,1859,34150
408,1044,34152
2607,2963,34152
4448,4785,34153
529,4234,34157
1297,4419,34159
363,679,34160
2324,3433,34163
1374,1937,34163
3712,4204,34163
429,1466,34163
3653,4192,34165
2774,3011,34167
813,3697,34168
433,1512,34170
2915,3894,34171
401,4841,34171
1707,3681,34172
2375,4859,34172
1095,3723,34173
2892,4889,34173
1486,1708,34175
2616,3238,34176
2517,4223,34177
674,4739,34178
487,809,34179
3580,4761,34181
1620,2019,34183
3997,4165,34185
3629,4825,34186
2883,4715,34186
2664,3365,34186
3075,3165,34188
1874,2330,34190
3487,4097,34190
1762,4686,34191
1246,3558,34194
3112,4466,34194
508,885,34195
3994,4422,34196
428,4109,34197
2941,4124,34198
62,3503,34198
562,1730,34200
2220,3998,34201
2186,2838,34201
1155,3971,34202
2681,2841,34202
671,1958,34204
397,3615,34205
975,1560,34207
2702,4275,34208
149,334,34210
2341,3963,34210
1702,3046,34212
674,3741,34213
533,3645,34213
746,2633,34215
753,2139,34215
2866,2867,34215
2091,4914,34217
368,4108,34218
2314,3944,34218
217,493,34219
700,3139,34221
3380,4643,34223
1538,2107,34223
2246,2913,34223
336,2903,34224
3251,4028,34226
1568,4961,34227
746,4310,34227
953,3341,34230
1827,3098,34234
3640,4944,34234
3285,4551,34235
752,3388,34236
898,1269,34236
176,3793,34236
4037,4088,34237
1242,2490,34238
2810,3582,34240
1117,3529,34240
3211,4129,34241
271,3064,34242
3214,4721,34242
2812,4533,34243
3682,3683,34243
336,4521,34243
2199,2848,34244
2454,3517,34245
3069,4095,34245
929,4700,34245
635,1361,34245
1951,4345,34245
634,5030,34247
1418,4255,34249
2313,3340,34250
2058,2282,34252
2523,4625,34252
985,2937,34254
1984,5024,34254
2184,2401,34256
1428,4326,34261
328,601,34262
3969,5031,34262
2426,3414,34263
950,4328,34263
1373,3472,34264
2177,3933,34264
1009,2994,34265
3000,4738,34265
1567,2900,34267
1138,2846,34268
3384,4059,34269
75,2029,34269
2192,2810,34272
1191,4793,34273
561,4752,34275
52,3007,34278
3472,3914,34278
628,4192,34278
857,1545,34280
3865,4705,34281
968,3097,34282
2254,2860,34284
3866,4809,34284
1427,3556,34287
4073,4210,34287
312,3443,34290
2806,4596,34293
4217,4558,34294
1878,4590,34294
148,1799,34294
2705,3488,34294
1294,1869,34294
3254,4275,34294
579,4722,34295
393,3650,34296
1664,3698,34297
3866,4073,34298
1018,1471,34298
111,1981,34300
2622,4426,34300
4069,4757,34301
24,1799,34301
2460,4168,34301
3407,4229,34303
2298,3022,34303
2183,2592,34305
1014,2437,34306
2699,4622,34307
891,1311,34308
2863,3148,34309
1453,4562,34310
647,3470,34312
1639,4550,34314
848,4677,34317
2522,3096,34317
1893,2864,34318
1931,4927,34320
2246,3906,34321
3757,4872,34323
807,1820,34323
2979,4800,34324
155,1133,34327
1284,1330,34329
1116,2336,34330
941,4900,34333
49,4639,34333
1559,1957,34333
2061,4049,34334
45,1862,34336
2705,4160,34337
1413,2400,34338
3863,4132,34339
929,4194,34339
2434,2774,34341
201,3710,34343
1916,4681,34343
144,4802,34344
770,3396,34345
2927,3512,34346
1840,2225,34347
2890,4727,34348
749,3486,34348
585,4393,34348
3998,4001,34350
3459,3488,34352
444,1115,34353
1586,4848,34354
185,2174,34355
3539,4253,34357
3395,4256,34359
4629,4994,34360
930,2337,34363
2781,4874,34364
2028,3430,34364
3497,3964,34367
1012,3847,34369
2296,2379,34371
2688,3713,34372
2971,4416,34373
730,3517,34374
799,3541,34376
1120,1953,34378
2022,3844,34378
3061,3691,34379
4700,5016,34382
1105,4761,34383
4003,4065,34383
3782,4841,34383
991,3479,34383
262,3372,34383
3738,4737,34385
1417,1749,34385
991,3328,34386
356,1650,34386
764,1968,34387
700,4566,34390
1211,4021,34390
1943,2828,34390
256,3169,34391
1768,2439,34393
2285,2562,34395
3397,4491,34395
1757,4629,34396
1712,3390,34396
363,2045,34397
4217,4555,34398
2749,3203,34398
1602,3029,34398
354,4343,34398
96,2136,34399
728,4321,34400
1105,2720,34401
2037,3195,34403
900,3428,34405
1295,3934,34405
3404,4826,34407
3797,4521,34408
1529,2007,34409
1215,1366,34410
1405,2996,34410
3314,4220,34410
623,4701,34412
535,4637,34412
3839,3938,34413
26,1965,34414
2334,4800,34416
2396,3933,34417
3090,3218,34417
2531,4237,34418
1716,3353,34421
1372,4393,34421
719,3303,34422
270,2488,34422
2347,3292,34423
2610,4573,34426
320,4585,34426
1947,2617,34426
180,4620,34427
3689,3884,34427
1920,3456,34427
1106,4542,34428
301,2846,34430
2907,4340,34433
1717,3353,34433
3359,4029,34435
421,3291,34435
2268,4762,34436
3916,4726,34437
865,4872,34438
774,2672,34438
409,792,34438
3441,4495,34438
289,2967,34440
2419,4819,34440
990,2636,34440
1876,3561,34441
1163,2332,34442
546,3380,34442
1028,4645,34443
1703,3965,34443
946,4618,34444
421,3290,34445
2291,3947,34446
3116,4474,34447
152,3366,34447
1308,3962,34447
7,363,34447
3403,3916,34448
4009,5017,34448
77,2632,34449
1646,4730,34451
2515,4767,34451
782,3890,34455
2699,4628,34456
981,2951,34457
3775,4315,34458
302,2729,34458
1284,1652,34459
3180,4925,34461
1238,2754,34463
936,3000,34465
947,4445,34465
2975,3941,34467
486,793,34469
964,4337,34469
1621,4136,34472
3414,3562,34472
606,1931,34474
3056,3501,34475
1540,2094,34477
380,4411,34478
1553,3392,34478
1297,3004,34479
322,431,34479
1231,4949,34482
244,3070,34483
2674,2862,34485
1787,3379,34486
1171,3881,34487
191,4793,34487
1570,4966,34487
1103,3510,34488
675,3657,34489
725,2880,34490
728,3968,34491
1232,4949,34492
1465,1554,34492
2264,3081,34493
687,2508,34494
1438,1701,34495
1149,1518,34496
526,2823,34498
262,3552,34499
1031,1389,34499
1333,2790,34499
3253,4452,34501
1397,2187,34501
3129,4016,34503
422,3921,34504
180,2609,34504
3307,4766,34504
1400,3754,34504
4815,5028,34505
1480,4953,34508
415,3477,34509
2538,3711,34509
1216,3332,34510
3113,3168,34511
1654,3865,34511
807,1137,34511
2835,4375,34512
713,4328,34512
1155,4826,34512
2904,3342,34514
753,4913,34515
670,3622,34515
4224,4495,34515
1916,5050,34517
2619,2774,34518
3225,3555,34519
2632,2633,34519
4482,4766,34519
1565,4949,34520
256,3013,34521
974,4821,34522
385,1041,34522
1109,1784,34523
1598,2631,34524
469,3849,34526
1395,2827,34529
2358,4102,34529
1291,2792,34530
992,1320,34530
1252,2718,34532
3324,4568,34533
765,925,34534
953,3162,34536
472,772,34539
4635,4639,34539
1236,3388,34540
1074,4192,34540
725,4864,34541
687,4100,34541
1016,2166,34541
834,2137,34541
2688,3580,34541
3313,4775,34542
962,2642,34543
1570,4588,34546
1103,2454,34548
231,1911,34549
2974,3162,34550
130,1560,34550
3966,4545,34551
570,4311,34552
4492,4613,34552
2133,2288,34552
1508,3913,34553
995,1698,34553
1701,4916,34554
1315,3252,34554
1047,2554,34554
2111,4259,34558
3208,3755,34558
114,2762,34558
1035,1356,34558
1660,2891,34559
1090,4804,34559
819,902,34560
63,964,34562
1610,2674,34563
3867,4304,34564
2095,4490,34564
4188,4896,34565
1827,3775,34566
312,1260,34567
4079,4110,34568
225,4450,34568
3120,4107,34569
3591,4453,34569
412,3809,34570
1111,4514,34570
540,4799,34572
670,4605,34573
533,848,34574
1359,1719,34574
2123,3777,34574
455,2526,34576
602,1670,34578
1196,4342,34579
1816,4967,34579
2084,3657,34582
349,3322,34583
2262,4060,34583
3459,3460,34583
216,1963,34583
340,997,34583
761,3187,34584
3360,4937,34584
964,1342,34584
314,3215,34585
45,604,34586
2643,2772,34588
653,1897,34589
3748,4907,34589
871,3336,34589
1100,4938,34591
2510,3846,34591
4296,4534,34592
695,3168,34592
2772,3005,34594
1105,4535,34596
1338,1613,34596
2218,3158,34599
1035,4824,34601
135,1555,34605
2439,3668,34607
96,2355,34609
2585,3564,34611
740,3423,34612
2794,3406,34612
1109,1873,34612
2859,3920,34612
450,3526,34613
2425,2863,34614
1486,3288,34614
1102,4231,34615
1760,3562,34616
932,2756,34618
2892,3692,34621
2231,4322,34621
2235,3058,34621
1895,4997,34623
3535,3854,34624
1980,4340,34625
3677,4261,34625
344,1462,34626
3619,4484,34626
421,4268,34628
906,2970,34628
2017,3094,34628
324,3849,34630
275,3796,34631
3086,4549,34631
1308,2028,34633
661,1190,34636
235,4230,34637
1718,2785,34638
2020,2131,34639
2579,4948,34639
1577,3756,34641
2049,3580,34641
2016,2128,34642
3870,4665,34642
3871,4221,34642
1016,4766,34642
390,782,34642
1800,2688,34643
1178,3265,34643
1032,3180,34646
1976,3997,34646
1617,2436,34646
3259,4796,34646
2923,3223,34648
454,3894,34649
3130,3286,34649
3677,5027,34650
4218,4881,34650
1287,1469,34651
1995,2671,34652
2964,4571,34652
2775,3076,34652
559,3222,34654
1077,3424,34658
111,1164,34658
806,814,34659
2066,3954,34661
105,2521,34661
2472,4950,34663
2461,4758,34664
1153,1716,34664
278,3470,34664
1555,2414,34664
269,3086,34665
3331,4947,34667
1153,1717,34669
499,733,34669
2329,3829,34670
301,1354,34670
439,3325,34670
197,2893,34672
1608,2013,34673
3047,3752,34673
2118,3132,34675
1322,1613,34675
182,1622,34675
3874,4935,34676
3771,4881,34677
690,2195,34677
6,315,34677
3067,4095,34678
353,1323,34679
709,2576,34680
1353,4245,34681
402,5004,34681
867,3313,34681
2987,4104,34682
901,4351,34682
782,1849,34682
2855,4311,34683
1822,2780,34683
1933,4716,34683
1535,4161,34685
45,4720,34687
1408,4148,34687
792,4915,34687
2765,4837,34689
609,3940,34690
1517,2355,34690
3335,3990,34690
475,3152,34691
703,1379,34691
1052,3580,34694
1095,2419,34696
77,421,34698
646,1859,34699
2363,4541,34699
1641,4826,34699
946,1332,34699
1337,1722,34700
3422,4699,34701
2116,3051,34701
1892,2498,34701
3045,4759,34701
2398,4239,34701
451,4292,34703
433,762,34706
1328,2844,34707
2481,4595,34709
3024,3625,34711
2007,4788,34712
1892,2080,34712
1908,2200,34712
67,511,34712
3366,4315,34712
143,4840,34713
1500,2191,34713
1372,4490,34714
2618,4904,34715
2351,3154,34716
272,3794,34717
2334,3793,34718
629,1687,34721
124,3911,34722
1531,3652,34722
2303,3024,34724
3388,4125,34724
1868,2345,34725
3967,4294,34725
805,4372,34727
1955,4435,34728
1451,1505,34728
1783,3829,34728
206,2859,34730
1120,1672,34730
4025,4986,34730
1495,1688,34731
1636,3580,34732
1110,4510,34735
1948,3041,34737
2742,3695,34738
987,1928,34739
4366,4739,34739
1661,2254,34740
2259,4670,34741
519,2147,34743
1169,3870,34745
1984,2270,34745
869,3910,34746
2381,3580,34748
35,2195,34749
930,4908,34750
601,4994,34750
3861,4348,34752
1551,2681,34753
222,2378,34753
712,2495,34753
459,549,34753
2979,3793,34754
46,2780,34755
124,758,34756
2181,3162,34756
231,1505,34756
71,3468,34758
1559,3969,34759
1032,4429,34759
780,4542,34759
2051,4219,34760
2436,4067,34760
2645,3573,34760
1,851,34760
1835,2504,34762
2762,3141,34762
4147,4672,34762
2832,4741,34764
2847,4203,34765
1805,2762,34765
3516,3831,34765
334,1641,34765
1377,4148,34765
456,1173,34766
1401,1462,34769
1928,3053,34769
3222,5037,34769
352,1757,34772
2049,2688,34773
999,3447,34774
3669,3865,34776
3516,3832,34777
53,2834,34779
3369,4631,34779
2137,3267,34780
1225,4339,34782
548,639,34784
1025,2100,34787
1047,2079,34787
616,1023,34788
277,3468,34790
383,924,34790
902,2035,34790
1134,4062,34790
4183,4627,34790
210,2699,34792
3853,4174,34793
2310,4327,34793
67,2050,34794
4715,4720,34796
621,1563,34799
924,1277,34800
92,1722,34800
46,2757,34800
603,3861,34803
56,4451,34803
558,2693,34804
1195,2775,34804
219,4280,34806
1390,5023,34809
3452,4746,34811
433,3556,34812
1315,4565,34814
1213,3822,34815
1192,4578,34816
2932,3892,34819
1268,4425,34820
3337,4959,34822
2671,2858,34823
278,734,34823
201,3798,34824
213,1890,34824
440,3979,34827
2371,3189,34828
1731,3960,34829
3279,4810,34829
2710,4523,34830
574,806,34830
1328,1767,34830
2778,4810,34830
1891,2578,34833
105,575,34834
2338,2775,34836
600,1059,34837
2079,3921,34838
1405,3061,34839
3419,4425,34839
3788,4369,34842
644,4960,34843
2735,4180,34844
1316,2554,34847
1365,3888,34847
91,4255,34849
2525,4324,34850
2182,3705,34851
323,3550,34853
298,1968,34855
3058,3745,34856
635,4564,34856
2755,2779,34856
2259,4321,34857
574,1462,34858
59,3884,34859
4105,4385,34860
552,2518,34861
1047,2470,34862
1868,4026,34862
584,1635,34865
2135,2946,34865
1399,4424,34865
2730,3627,34865
2442,3625,34867
2057,3103,34869
243,980,34870
485,4379,34871
110,2643,34874
1658,2147,34875
1569,1724,34877
726,4696,34877
110,3005,34879
3067,4684,34879
3757,4431,34879
2626,2755,34880
686,3846,34881
2129,5055,34881
2331,2398,34882
1614,3845,34883
3174,4805,34885
1141,1471,34886
3878,4310,34887
3142,4407,34889
1771,4259,34890
443,909,34890
5,4654,34890
2501,3375,34891
184,1018,34892
210,2081,34893
3078,4521,34893
3241,4385,34894
2148,4144,34895
33,2784,34896
125,2056,34897
3869,4494,34899
1476,1511,34899
1203,1827,34904
1864,2028,34905
1187,3368,34906
1045,1227,34907
1802,1988,34908
2282,2934,34909
3586,4307,34909
1823,2921,34910
1483,1950,34910
126,1090,34911
2801,2901,34913
554,4313,34915
2552,4791,34917
1235,1723,34917
318,3679,34917
2404,3490,34919
20,674,34920
2663,4402,34922
274,4017,34923
193,1486,34924
1215,4633,34926
1092,2225,34926
3135,3216,34926
1830,2827,34930
2541,5023,34931
386,1980,34931
577,2835,34933
267,1603,34933
3803,4427,34934
3121,4537,34934
730,1568,34937
1731,4539,34937
774,4154,34938
2411,2812,34938
1294,4278,34940
1525,4823,34940
3903,4760,34941
829,2698,34941
1295,4740,34942
900,1770,34943
2088,4862,34943
2762,4996,34943
329,2822,34945
2471,4733,34946
2411,3496,34947
2274,3962,34948
2468,2607,34948
1704,3273,34948
326,3972,34948
2258,3410,34948
2646,4907,34949
3753,4865,34949
1746,2807,34949
355,4047,34951
187,870,34953
184,4446,34953
1120,1770,34953
168,3133,34955
615,883,34956
1072,4325,34956
3323,4447,34956
2273,4985,34957
2033,4503,34958
11,1274,34958
3390,3745,34959
378,2925,34960
391,3972,34960
4014,4758,34960
2402,2617,34960
451,3172,34961
472,1718,34961
3501,4983,34964
2146,3910,34964
723,3607,34967
1208,4544,34968
4991,4993,34969
2223,4003,34969
2325,3056,34969
556,1158,34969
424,1110,34970
266,2249,34971
4670,4830,34973
2002,5014,34975
2376,3426,34977
1475,2668,34978
3870,4825,34979
1,3306,34980
1584,3507,34981
423,1675,34984
2687,2720,34984
554,1068,34986
1253,3536,34986
3889,4154,34987
1851,3553,34987
909,1836,34987
3998,4285,34987
1057,3816,34987
2916,4547,34987
905,1898,34988
259,3611,34990
247,4719,34991
2918,4522,34993
2960,3093,34993
129,451,34993
4440,4780,34993
1477,2149,34994
2681,4425,34996
2817,3501,34997
882,1938,34999
940,1739,34999
1014,3046,35000
2229,4218,35000
2529,2968,35002
899,3713,35004
2617,2836,35004
1366,4581,35005
186,1530,35006
2721,2868,35006
1475,4143,35006
3778,4729,35007
1334,1564,35010
30,505,35012
903,5058,35012
1323,3198,35014
1372,4777,35014
2124,3100,35015
10,2406,35016
1302,2065,35020
3241,3713,35021
351,607,35021
3159,4959,35022
763,4577,35023
14,1067,35023
1408,4274,35023
3023,4872,35023
426,469,35023
153,4047,35024
1792,3157,35027
587,2197,35028
200,2513,35028
67,2318,35032
1238,2108,35032
387,4478,35032
3461,3710,35034
1148,3794,35034
1186,4030,35034
1018,1122,35035
940,4738,35035
3046,3854,35035
2420,5039,35035
3233,4896,35036
505,1522,35037
4016,4920,35037
828,1258,35037
295,4073,35038
2194,3539,35039
2930,3980,35041
3123,3717,35041
1393,4306,35045
204,3755,35048
4826,4986,35049
1143,4781,35049
2459,3529,35053
127,2960,35054
2069,3857,35055
788,2151,35056
2581,2584,35057
190,352,35058
1304,3047,35058
4118,5044,35060
465,4987,35061
852,3464,35061
1542,4399,35063
356,644,35064
15,328,35065
129,2981,35067
148,4709,35067
1411,3074,35067
2045,2358,35069
252,3953,35072
1509,4880,35073
1683,2034,35073
1658,3442,35074
1739,4740,35075
24,4709,35075
1404,2116,35076
1635,4382,35076
2347,4438,35076
3398,4405,35076
3851,4102,35077
4528,4751,35078
1025,4151,35078
560,758,35079
4182,4565,35079
2162,3668,35079
1920,3339,35079
96,3796,35079
3742,4955,35079
2738,4224,35083
2018,3741,35086
1957,2727,35087
803,2579,35087
159,1519,35087
3318,4356,35088
3102,3592,35089
118,1831,35089
552,4938,35090
113,4831,35093
1109,2744,35093
3321,4565,35094
157,4144,35094
2880,3344,35094
1110,4367,35096
229,2843,35098
1676,4214,35099
2605,2959,35100
127,4938,35101
3138,3319,35101
1433,4059,35102
1284,3050,35103
2067,3616,35104
452,849,35105
3338,4903,35106
2785,4777,35106
1133,1215,35106
959,4192,35107
1090,1207,35109
1597,2115,35109
2757,3129,35110
123,3471,35111
1537,2458,35111
3987,4121,35111
3230,3653,35112
1505,4555,35112
176,256,35116
1582,3924,35117
3520,4366,35118
1425,3327,35120
2066,3800,35120
124,4669,35121
1969,2798,35122
1747,3965,35123
1088,3902,35123
1731,3807,35124
479,559,35124
2465,4607,35124
3845,4168,35126
1730,2297,35126
4154,4677,35126
946,1641,35127
1427,2966,35127
1829,3327,35129
953,4693,35129
891,4544,35129
247,2194,35129
4758,4806,35130
1090,3348,35130
1392,4260,35130
866,5030,35130
2722,3431,35131
1401,4866,35131
1605,4358,35131
1314,4140,35133
4353,4547,35135
3091,5034,35135
2945,3574,35135
3537,4010,35135
3498,4490,35135
3061,3445,35135
557,3531,35136
477,4140,35136
2724,3181,35137
3499,4490,35140
2499,3644,35143
106,4868,35143
2968,4680,35143
1170,3471,35143
1846,2921,35145
421,3317,35146
2469,3293,35147
1462,2188,35148
465,2884,35150
2347,2733,35151
1469,4608,35151
4182,4316,35151
492,4383,35152
565,4188,35153
2038,4638,35154
2984,4248,35154
2006,3023,35156
2649,2804,35157
133,4407,35159
1540,4428,35160
1724,2216,35161
1051,3800,35161
1866,2575,35161
1414,4004,35163
1840,2573,35166
1184,3913,35168
2464,2660,35168
570,2923,35169
1505,3908,35169
979,2963,35171
2510,3202,35174
2836,3610,35174
579,4434,35176
4097,4647,35176
2581,4090,35177
11,18,35177
223,3713,35177
1470,1657,35180
457,3164,35181
295,2441,35181
1434,3237,35182
2880,4531,35182
1530,1832,35183
3032,3444,35183
305,1548,35185
682,4143,35186
733,1486,35188
2969,4454,35189
1990,4826,35190
23,3208,35191
1257,3635,35193
1305,4919,35193
3962,4541,35194
14,625,35194
744,2911,35196
874,4008,35196
395,576,35197
3709,4973,35197
372,4338,35199
166,1941,35200
3520,3599,35200
1177,4525,35201
406,2490,35201
354,426,35202
629,2824,35202
11,25,35202
286,1147,35203
312,4835,35204
3642,4730,35205
1363,4949,35205
1120,4393,35206
267,560,35208
357,3129,35208
2132,3199,35208
200,2391,35210
654,1338,35212
829,4309,35213
964,1324,35213
2197,3283,35214
1169,4556,35216
3697,3781,35217
2152,3648,35217
206,2467,35218
2724,4205,35221
1540,3244,35222
17,4418,35223
1675,2817,35223
1029,5011,35223
352,3370,35226
237,3692,35226
365,4681,35226
281,3186,35227
2676,2773,35228
1320,4281,35228
1123,2466,35229
2195,4257,35229
1254,1404,35232
403,610,35235
966,2112,35237
1403,3905,35239
3209,4873,35239
1318,3828,35239
2271,4714,35240
4488,4607,35242
301,5031,35244
208,3303,35245
813,3987,35245
3915,4358,35247
3318,4269,35249
907,2832,35250
611,3862,35252
1076,4336,35252
752,2403,35254
1106,2142,35255
2471,2861,35256
702,1832,35257
2126,4325,35257
2023,3461,35258
3266,3709,35259
1480,3836,35260
781,3917,35261
2252,4933,35263
815,4343,35264
325,4598,35264
186,702,35268
1838,4291,35268
411,1728,35268
2442,4550,35268
614,926,35270
1992,2252,35274
2329,3979,35274
210,1783,35274
3510,4560,35274
368,511,35275
774,3147,35276
1006,4211,35276
953,4373,35277
3393,3497,35278
942,3046,35279
573,1050,35279
1828,3063,35280
772,1960,35282
3763,4219,35282
170,3443,35283
2754,3180,35284
164,2488,35285
1250,4804,35286
631,2595,35287
2663,4144,35288
3041,4420,35288
2706,3510,35289
3096,3324,35289
2664,4448,35290
1065,1747,35290
1155,1641,35290
2898,3790,35291
1415,3901,35291
448,1314,35291
254,482,35291
3826,5046,35292
2520,3772,35293
122,2388,35295
808,2721,35298
1463,2436,35300
681,1880,35301
526,3916,35302
4087,4735,35302
448,477,35302
402,4192,35304
1524,1715,35306
575,1493,35307
213,4566,35307
2711,3303,35308
455,1944,35309
1090,1798,35309
25,4985,35310
3589,4143,35311
2737,4309,35312
2147,4033,35314
357,890,35315
1305,3860,35316
947,1505,35316
1983,2271,35319
18,4985,35320
2356,3663,35320
115,1356,35320
244,4801,35327
2104,3709,35329
718,2355,35330
4315,4506,35331
789,1645,35331
1946,3302,35333
3174,3859,35333
2460,3421,35334
2092,3273,35335
100,3576,35337
2982,4755,35337
378,1781,35341
2301,3431,35342
4085,4364,35342
2836,4856,35342
2111,3051,35343
2092,5018,35343
2810,3275,35344
1766,4755,35344
837,2298,35345
1922,3661,35347
1789,4515,35347
1381,1496,35347
790,4324,35348
679,3851,35348
1922,2803,35352
3250,3976,35352
611,2272,35352
4210,4712,35353
974,4217,35353
2378,3393,35354
1032,4352,35354
3160,3703,35355
349,1682,35356
2745,2771,35358
3517,5057,35360
1179,2358,35360
1986,2071,35362
2509,2948,35363
424,2369,35363
1839,2382,35364
2596,4873,35364
629,2931,35365
97,4440,35365
2761,3916,35365
3132,4928,35368
758,3634,35369
2665,3769,35370
2379,4600,35372
1996,2742,35372
620,1744,35373
222,1950,35373
1134,2375,35374
201,3666,35375
270,1108,35377
2270,4105,35379
1300,1569,35379
2694,3468,35379
1120,1137,35380
2616,5011,35382
1567,2865,35385
4100,4170,35386
500,4225,35389
549,2877,35391
2389,3531,35393
1078,2573,35393
808,3393,35394
58,3681,35396
2793,3188,35397
1178,2375,35397
792,3851,35399
4400,4615,35399
1138,2691,35402
239,2687,35403
932,1155,35403
381,1354,35403
951,2971,35407
128,4083,35407
2068,3715,35409
580,4320,35410
782,4626,35411
170,1260,35412
1169,3359,35412
1111,1533,35414
1586,1947,35415
127,555,35415
431,2659,35415
3273,3854,35418
1417,2594,35419
2024,4347,35420
4312,5041,35422
3289,4033,35423
924,3300,35423
3262,4332,35426
829,4033,35427
2413,4299,35428
2140,3901,35430
1276,4450,35430
944,2107,35431
1601,4027,35431
2388,3430,35432
1965,4037,35432
683,3000,35434
479,4439,35435
2869,4745,35438
154,3903,35438
1672,2108,35440
2405,2570,35442
3109,4122,35443
129,3665,35445
1315,4225,35447
853,2573,35449
763,2767,35450
384,909,35452
65,2203,35454
4680,4737,35454
1684,3735,35455
157,3252,35456
636,3296,35456
815,1860,35458
66,1771,35460
2726,3179,35461
678,3612,35461
1,4922,35462
3410,3412,35465
1435,2136,35467
875,3583,35467
1499,4337,35469
535,3650,35472
3406,4317,35474
2286,4635,35476
2973,4850,35482
393,2742,35482
2421,4144,35483
1247,4283,35485
1800,2595,35485
1155,4614,35486
2990,3813,35486
1536,4965,35488
4302,4548,35488
2403,3949,35488
3552,3923,35489
352,4507,35491
456,4683,35492
2738,3918,35492
1933,4435,35494
3015,4589,35495
977,1475,35495
2659,4784,35496
714,1204,35497
390,3880,35497
1025,4735,35497
604,3497,35497
1327,3712,35497
2139,3576,35498
243,4739,35499
2756,4722,35499
2943,2946,35499
74,320,35500
3042,4965,35501
1886,2722,35502
1682,5040,35504
670,2626,35507
281,315,35509
602,3753,35509
878,4214,35510
1153,2049,35511
3464,3620,35511
2984,4762,35512
4495,4821,35512
377,1361,35515
1936,2922,35516
2918,4716,35518
1807,3000,35518
579,1559,35518
138,2881,35519
1861,2414,35519
2888,4032,35522
1624,2557,35525
89,435,35527
2096,2200,35527
1107,1864,35527
2579,3447,35529
231,1958,35530
