st_TM_SNT1,st_TM_SNT2,st_TM_SNT3,st_TM_SNT4,st_TM_SNT5,st_TM_SNT6,st_TM_SNT7,st_TM_SNT8,st_TM_SNT9,st_TM_SNT10,st_TM_SNT11,st_TM_SNT12
1083,3142,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0,0
1085,4954,342,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0,0,0
1087,4058,0,0,0,0,0,0,0,0,0,0
1088,3952,1793,13,0,0,0,0,0,0,0,0
1089,1303,0,0,0,0,0,0,0,0,0,0
1090,3046,0,0,0,0,0,0,0,0,0,0
1091,4427,0,0,0,0,0,0,0,0,0,0
1092,2688,2270,5024,3120,542,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,0,0
1094,29,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0,0
1096,4262,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0,0,0,0
1098,0,0,0,0,0,0,0,0,0,0,0
1099,4991,0,0,0,0,0,0,0,0,0,0
1100,2577,2668,3321,2495,4361,152,1069,0,0,0,0
1101,0,0,0,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,0,0,0
1103,4576,435,0,0,0,0,0,0,0,0,0
1104,2059,0,0,0,0,0,0,0,0,0,0
1105,3392,1306,4070,0,0,0,0,0,0,0,0
1106,0,0,0,0,0,0,0,0,0,0,0
1107,4437,4607,423,845,0,0,0,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,0,0
1109,4153,0,0,0,0,0,0,0,0,0,0
1110,2582,0,0,0,0,0,0,0,0,0,0
1111,0,0,0,0,0,0,0,0,0,0,0
1112,2180,0,0,0,0,0,0,0,0,0,0
1113,2980,3659,110,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,0,0
1115,4379,256,0,0,0,0,0,0,0,0,0
1116,4125,4697,2356,1590,3169,36,0,0,0,0,0
1117,2188,2540,2712,3664,3345,4527,426,257,888,0,0
1118,2982,2753,0,0,0,0,0,0,0,0,0
1119,3307,4254,853,1078,0,0,0,0,0,0,0
1120,2108,4131,670,585,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0,0,0,0
1122,1471,4495,3871,3816,19,0,0,0,0,0,0
1123,0,0,0,0,0,0,0,0,0,0,0
1124,3780,2861,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0
1126,1247,4515,0,0,0,0,0,0,0,0,0
1127,2433,0,0,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0,0,0,0
1129,4530,2436,2377,0,0,0,0,0,0,0,0
1130,3495,0,0,0,0,0,0,0,0,0,0
1131,3627,0,0,0,0,0,0,0,0,0,0
1132,3635,0,0,0,0,0,0,0,0,0,0
1133,1366,950,0,0,0,0,0,0,0,0,0
1134,4857,0,0,0,0,0,0,0,0,0,0
1135,2943,2135,0,0,0,0,0,0,0,0,0
1136,0,0,0,0,0,0,0,0,0,0,0
1137,4706,1653,1820,117,0,0,0,0,0,0,0
1138,2193,0,0,0,0,0,0,0,0,0,0
1139,0,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,0,0,0
1141,4221,1332,699,0,0,0,0,0,0,0,0
1142,1490,3219,3976,0,0,0,0,0,0,0,0
1143,0,0,0,0,0,0,0,0,0,0,0
1144,4150,1443,0,0,0,0,0,0,0,0,0
1145,903,0,0,0,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,0,0,0,0
1148,0,0,0,0,0,0,0,0,0,0,0
1149,3078,2021,0,0,0,0,0,0,0,0,0
1150,0,0,0,0,0,0,0,0,0,0,0
1151,1745,3534,3424,0,0,0,0,0,0,0,0
1152,0,0,0,0,0,0,0,0,0,0,0
1153,2953,0,0,0,0,0,0,0,0,0,0
1154,0,0,0,0,0,0,0,0,0,0,0
1155,1486,0,0,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0,0,0,0
1157,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0,0,0,0
1159,12,0,0,0,0,0,0,0,0,0,0
1160,2798,394,0,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0,0,0,0
1163,887,356,0,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0,0,0,0
1165,0,0,0,0,0,0,0,0,0,0,0
1166,4436,2917,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0,0,0,0
1168,3288,4614,3057,4781,606,745,0,0,0,0,0
1169,0,0,0,0,0,0,0,0,0,0,0
1170,3252,1082,0,0,0,0,0,0,0,0,0
1171,4119,3322,0,0,0,0,0,0,0,0,0
1172,941,0,0,0,0,0,0,0,0,0,0
1173,1792,4585,353,0,0,0,0,0,0,0,0
1174,4289,0,0,0,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0,0,0,0,0
1176,0,0,0,0,0,0,0,0,0,0,0
1177,1978,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0,0,0,0
1179,4004,567,0,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,0,0,0,0,0
1182,4609,2547,1774,2817,4983,423,0,0,0,0,0
1183,4722,340,0,0,0,0,0,0,0,0,0
1184,2447,0,0,0,0,0,0,0,0,0,0
1185,4936,967,0,0,0,0,0,0,0,0,0
1186,3139,0,0,0,0,0,0,0,0,0,0
1187,2666,0,0,0,0,0,0,0,0,0,0
1188,2208,454,0,0,0,0,0,0,0,0,0
1189,4568,0,0,0,0,0,0,0,0,0,0
1190,3885,4451,2471,0,0,0,0,0,0,0,0
1191,2425,4324,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0,0,0,0,0
1195,2338,620,995,0,0,0,0,0,0,0,0
1196,4477,4866,4916,0,0,0,0,0,0,0,0
1197,3671,1840,0,0,0,0,0,0,0,0,0
1198,2070,3966,0,0,0,0,0,0,0,0,0
1199,4877,0,0,0,0,0,0,0,0,0,0
1200,2957,0,0,0,0,0,0,0,0,0,0
1201,4498,0,0,0,0,0,0,0,0,0,0
1202,553,933,0,0,0,0,0,0,0,0,0
1203,2449,0,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0,0,0,0,0
1205,2901,3455,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0,0
1207,2140,4805,1882,1746,3854,3348,1005,126,0,0,0
1208,2027,0,0,0,0,0,0,0,0,0,0
1209,2303,2884,1272,1356,2117,2391,3868,122,0,0,0
1210,0,0,0,0,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,0,0
1213,4407,0,0,0,0,0,0,0,0,0,0
1214,4449,142,0,0,0,0,0,0,0,0,0
1215,4793,0,0,0,0,0,0,0,0,0,0
1216,662,319,0,0,0,0,0,0,0,0,0
1217,1380,1875,0,0,0,0,0,0,0,0,0
1218,2639,3698,951,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0
1220,1974,5009,0,0,0,0,0,0,0,0,0
1221,3793,0,0,0,0,0,0,0,0,0,0
1222,4650,0,0,0,0,0,0,0,0,0,0
1223,4124,0,0,0,0,0,0,0,0,0,0
1224,3345,1551,2712,13,888,257,426,0,0,0,0
1225,0,0,0,0,0,0,0,0,0,0,0
1226,3804,4536,0,0,0,0,0,0,0,0,0
1227,2780,412,0,0,0,0,0,0,0,0,0
1228,1906,1309,0,0,0,0,0,0,0,0,0
1229,1468,0,0,0,0,0,0,0,0,0,0
1230,4148,2173,2699,4274,335,0,0,0,0,0,0
1231,4277,1232,0,0,0,0,0,0,0,0,0
1232,4277,1231,0,0,0,0,0,0,0,0,0
1233,3409,0,0,0,0,0,0,0,0,0,0
1234,2829,4578,2308,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0,0,0,0
1236,1387,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0,0
1238,3125,3905,1770,854,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0,0
1240,71,277,0,0,0,0,0,0,0,0,0
1241,673,0,0,0,0,0,0,0,0,0,0
1242,1359,0,0,0,0,0,0,0,0,0,0
1243,4141,772,976,307,0,0,0,0,0,0,0
1244,1782,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0,0,0,0
1246,3646,3888,0,0,0,0,0,0,0,0,0
1247,1126,0,0,0,0,0,0,0,0,0,0
1248,5006,4853,132,0,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0,0,0,0
1251,3854,4865,4805,0,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0,0,0,0,0
1254,0,0,0,0,0,0,0,0,0,0,0
1255,4306,0,0,0,0,0,0,0,0,0,0
1256,0,0,0,0,0,0,0,0,0,0,0
1257,4400,0,0,0,0,0,0,0,0,0,0
1258,0,0,0,0,0,0,0,0,0,0,0
1259,4117,1493,0,0,0,0,0,0,0,0,0
1260,3473,988,0,0,0,0,0,0,0,0,0
1261,15,0,0,0,0,0,0,0,0,0,0
1262,512,0,0,0,0,0,0,0,0,0,0
1263,1532,4367,3151,0,0,0,0,0,0,0,0
1264,3065,4896,2745,1761,0,0,0,0,0,0,0
1265,4846,730,0,0,0,0,0,0,0,0,0
1266,0,0,0,0,0,0,0,0,0,0,0
1267,4195,4799,3010,64,0,0,0,0,0,0,0
1268,3303,725,386,0,0,0,0,0,0,0,0
1269,0,0,0,0,0,0,0,0,0,0,0
1270,0,0,0,0,0,0,0,0,0,0,0
1271,4490,4980,3971,497,0,0,0,0,0,0,0
1272,2884,2391,1356,2117,3868,1209,122,0,0,0,0
1273,2170,1542,2921,1935,0,0,0,0,0,0,0
1274,4824,551,25,18,0,0,0,0,0,0,0
1275,4560,0,0,0,0,0,0,0,0,0,0
1276,618,0,0,0,0,0,0,0,0,0,0
1277,4580,2179,0,0,0,0,0,0,0,0,0
1278,1710,0,0,0,0,0,0,0,0,0,0
1279,2899,3938,0,0,0,0,0,0,0,0,0
1280,162,0,0,0,0,0,0,0,0,0,0
1281,2645,1445,0,0,0,0,0,0,0,0,0
1282,0,0,0,0,0,0,0,0,0,0,0
1283,1519,1816,4168,0,0,0,0,0,0,0,0
1284,0,0,0,0,0,0,0,0,0,0,0
1285,2782,0,0,0,0,0,0,0,0,0,0
1286,3248,2275,0,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,0,0,0,0,0,0,0,0,0
1289,1081,94,0,0,0,0,0,0,0,0,0
1290,0,0,0,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,0,0,0,0,0,0
1292,2523,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,0,0,0,0
1294,4835,174,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,0,0,0,0
1296,3983,0,0,0,0,0,0,0,0,0,0
1297,1854,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,0,0,0,0
1300,3010,272,1040,0,0,0,0,0,0,0,0
1301,4064,0,0,0,0,0,0,0,0,0,0
1302,0,0,0,0,0,0,0,0,0,0,0
1303,1980,1089,0,0,0,0,0,0,0,0,0
1304,3752,0,0,0,0,0,0,0,0,0,0
1305,4758,0,0,0,0,0,0,0,0,0,0
1306,3392,4070,1105,0,0,0,0,0,0,0,0
1307,1465,4919,4763,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,0,0,0,0
1309,1906,1228,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,0,0,0,0,0
1311,4876,429,0,0,0,0,0,0,0,0,0
1312,476,0,0,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,0,0,0,0,0,0
1314,477,0,0,0,0,0,0,0,0,0,0
1315,560,0,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0,0,0
1317,0,0,0,0,0,0,0,0,0,0,0
1318,0,0,0,0,0,0,0,0,0,0,0
1319,0,0,0,0,0,0,0,0,0,0,0
1320,534,0,0,0,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0,0,0,0,0
1322,3338,2156,2431,0,0,0,0,0,0,0,0
1323,1384,0,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,0,0,0,0
1328,4013,2298,0,0,0,0,0,0,0,0,0
1329,2363,0,0,0,0,0,0,0,0,0,0
1330,2692,2006,3050,2813,326,0,0,0,0,0,0
1331,1955,0,0,0,0,0,0,0,0,0,0
1332,1141,699,0,0,0,0,0,0,0,0,0
1333,3185,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0
1336,3693,2452,0,0,0,0,0,0,0,0,0
1337,4366,520,416,0,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,0,0,0,0,0
1339,2708,961,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,0,0,0,0,0
1341,833,0,0,0,0,0,0,0,0,0,0
1342,63,0,0,0,0,0,0,0,0,0,0
1343,582,0,0,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,0,0,0,0,0
1345,5018,2950,0,0,0,0,0,0,0,0,0
1346,4352,4429,2573,3863,3864,337,0,0,0,0,0
1347,2344,0,0,0,0,0,0,0,0,0,0
1348,4270,0,0,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,0,0,0,0
1351,0,0,0,0,0,0,0,0,0,0,0
1352,4418,0,0,0,0,0,0,0,0,0,0
1353,3487,0,0,0,0,0,0,0,0,0,0
1354,2165,0,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0
1356,2884,3868,2391,2117,1272,1209,122,0,0,0,0
1357,0,0,0,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0,0,0,0
1359,4558,1242,0,0,0,0,0,0,0,0,0
1360,1994,3688,0,0,0,0,0,0,0,0,0
1361,0,0,0,0,0,0,0,0,0,0,0
1362,2254,0,0,0,0,0,0,0,0,0,0
1363,0,0,0,0,0,0,0,0,0,0,0
1364,3513,4678,1626,0,0,0,0,0,0,0,0
1365,2010,2009,0,0,0,0,0,0,0,0,0
1366,950,1133,0,0,0,0,0,0,0,0,0
1367,0,0,0,0,0,0,0,0,0,0,0
1368,0,0,0,0,0,0,0,0,0,0,0
1369,0,0,0,0,0,0,0,0,0,0,0
1370,3567,0,0,0,0,0,0,0,0,0,0
1371,4176,3277,4922,852,0,0,0,0,0,0,0
1372,2249,4018,0,0,0,0,0,0,0,0,0
1373,3914,1008,0,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,0,0,0,0
1375,0,0,0,0,0,0,0,0,0,0,0
1376,1424,0,0,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0,0,0,0,0
1378,0,0,0,0,0,0,0,0,0,0,0
1379,0,0,0,0,0,0,0,0,0,0,0
1380,1875,1217,0,0,0,0,0,0,0,0,0
1381,2745,0,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,0,0
1384,1323,0,0,0,0,0,0,0,0,0,0
1385,2157,522,0,0,0,0,0,0,0,0,0
1386,2839,376,0,0,0,0,0,0,0,0,0
1387,1236,0,0,0,0,0,0,0,0,0,0
1388,0,0,0,0,0,0,0,0,0,0,0
1389,2438,0,0,0,0,0,0,0,0,0,0
1390,0,0,0,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0,0,0,0
1393,3436,0,0,0,0,0,0,0,0,0,0
1394,0,0,0,0,0,0,0,0,0,0,0
1395,3930,0,0,0,0,0,0,0,0,0,0
1396,0,0,0,0,0,0,0,0,0,0,0
1397,0,0,0,0,0,0,0,0,0,0,0
1398,3997,0,0,0,0,0,0,0,0,0,0
1399,2315,0,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,0,0,0,0
1401,2243,0,0,0,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0,0,0,0
1403,532,0,0,0,0,0,0,0,0,0,0
1404,0,0,0,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0,0,0,0
1406,207,0,0,0,0,0,0,0,0,0,0
1407,1583,4627,0,0,0,0,0,0,0,0,0
1408,0,0,0,0,0,0,0,0,0,0,0
1409,4279,483,0,0,0,0,0,0,0,0,0
1410,0,0,0,0,0,0,0,0,0,0,0
1411,2976,0,0,0,0,0,0,0,0,0,0
1412,4686,1877,0,0,0,0,0,0,0,0,0
1413,3109,0,0,0,0,0,0,0,0,0,0
1414,2089,706,0,0,0,0,0,0,0,0,0
1415,3851,1745,1013,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,0,0,0,0
1417,0,0,0,0,0,0,0,0,0,0,0
1418,4253,917,0,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0,0,0,0
1420,3123,0,0,0,0,0,0,0,0,0,0
1421,0,0,0,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0,0,0
1423,4565,267,0,0,0,0,0,0,0,0,0
1424,1376,0,0,0,0,0,0,0,0,0,0
1425,1606,2210,1829,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0,0,0
1427,4234,0,0,0,0,0,0,0,0,0,0
1428,729,0,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,0,0,0,0,0
1430,2155,4959,3655,0,0,0,0,0,0,0,0
1431,0,0,0,0,0,0,0,0,0,0,0
1432,0,0,0,0,0,0,0,0,0,0,0
1433,0,0,0,0,0,0,0,0,0,0,0
1434,0,0,0,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,0,0,0,0,0
1437,0,0,0,0,0,0,0,0,0,0,0
1438,4655,4657,0,0,0,0,0,0,0,0,0
1439,4251,0,0,0,0,0,0,0,0,0,0
1440,3054,0,0,0,0,0,0,0,0,0,0
1441,1734,0,0,0,0,0,0,0,0,0,0
1442,635,0,0,0,0,0,0,0,0,0,0
1443,4150,1144,0,0,0,0,0,0,0,0,0
1444,0,0,0,0,0,0,0,0,0,0,0
1445,1281,0,0,0,0,0,0,0,0,0,0
1446,0,0,0,0,0,0,0,0,0,0,0
1447,3969,1954,428,0,0,0,0,0,0,0,0
1448,0,0,0,0,0,0,0,0,0,0,0
1449,671,0,0,0,0,0,0,0,0,0,0
1450,4355,0,0,0,0,0,0,0,0,0,0
1451,4496,997,0,0,0,0,0,0,0,0,0
1452,1509,0,0,0,0,0,0,0,0,0,0
1453,0,0,0,0,0,0,0,0,0,0,0
1454,736,494,104,0,0,0,0,0,0,0,0
1455,2822,0,0,0,0,0,0,0,0,0,0
1456,2500,0,0,0,0,0,0,0,0,0,0
1457,0,0,0,0,0,0,0,0,0,0,0
1458,1664,0,0,0,0,0,0,0,0,0,0
1459,0,0,0,0,0,0,0,0,0,0,0
1460,1970,0,0,0,0,0,0,0,0,0,0
1461,2435,4526,3344,2842,0,0,0,0,0,0,0
1462,0,0,0,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,0,0,0,0,0,0
1464,4810,0,0,0,0,0,0,0,0,0,0
1465,4428,4763,1307,807,0,0,0,0,0,0,0
1466,4302,2319,1045,0,0,0,0,0,0,0,0
1467,4981,0,0,0,0,0,0,0,0,0,0
1468,1229,0,0,0,0,0,0,0,0,0,0
1469,3680,0,0,0,0,0,0,0,0,0,0
1470,2170,1935,1542,757,0,0,0,0,0,0,0
1471,3816,2850,1122,19,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0,0,0,0,0
1473,0,0,0,0,0,0,0,0,0,0,0
1474,0,0,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0,0,0,0,0,0,0
1477,2762,4317,0,0,0,0,0,0,0,0,0
1478,0,0,0,0,0,0,0,0,0,0,0
1479,3375,0,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,0,0,0,0,0,0,0
1481,445,0,0,0,0,0,0,0,0,0,0
1482,4003,3707,0,0,0,0,0,0,0,0,0
1483,1840,0,0,0,0,0,0,0,0,0,0
1484,4351,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0
1486,1155,513,0,0,0,0,0,0,0,0,0
1487,2630,3626,0,0,0,0,0,0,0,0,0
1488,0,0,0,0,0,0,0,0,0,0,0
1489,3870,0,0,0,0,0,0,0,0,0,0
1490,3219,3976,1142,0,0,0,0,0,0,0,0
1491,3470,555,0,0,0,0,0,0,0,0,0
1492,0,0,0,0,0,0,0,0,0,0,0
1493,3472,4117,1259,0,0,0,0,0,0,0,0
1494,2611,441,0,0,0,0,0,0,0,0,0
1495,3511,1783,285,0,0,0,0,0,0,0,0
1496,92,0,0,0,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,0,0,0,0,0
1498,0,0,0,0,0,0,0,0,0,0,0
1499,0,0,0,0,0,0,0,0,0,0,0
1500,4655,31,633,32,0,0,0,0,0,0,0
1501,0,0,0,0,0,0,0,0,0,0,0
1502,0,0,0,0,0,0,0,0,0,0,0
1503,3813,0,0,0,0,0,0,0,0,0,0
1504,0,0,0,0,0,0,0,0,0,0,0
1505,3585,4217,1887,1641,1911,587,193,0,0,0,0
1506,1804,3288,733,0,0,0,0,0,0,0,0
1507,33,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0,0
1509,1452,0,0,0,0,0,0,0,0,0,0
1510,0,0,0,0,0,0,0,0,0,0,0
1511,0,0,0,0,0,0,0,0,0,0,0
1512,3298,2125,219,0,0,0,0,0,0,0,0
1513,2528,1532,0,0,0,0,0,0,0,0,0
1514,2502,905,0,0,0,0,0,0,0,0,0
1515,4121,4684,0,0,0,0,0,0,0,0,0
1516,4851,0,0,0,0,0,0,0,0,0,0
1517,0,0,0,0,0,0,0,0,0,0,0
1518,2803,0,0,0,0,0,0,0,0,0,0
1519,4168,1283,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,0,0,0,0,0
1521,0,0,0,0,0,0,0,0,0,0,0
1522,0,0,0,0,0,0,0,0,0,0,0
1523,0,0,0,0,0,0,0,0,0,0,0
1524,2144,1841,3810,2754,470,0,0,0,0,0,0
1525,1679,467,0,0,0,0,0,0,0,0,0
1526,0,0,0,0,0,0,0,0,0,0,0
1527,4033,0,0,0,0,0,0,0,0,0,0
1528,0,0,0,0,0,0,0,0,0,0,0
1529,3824,4942,2761,4034,0,0,0,0,0,0,0
1530,2035,0,0,0,0,0,0,0,0,0,0
1531,0,0,0,0,0,0,0,0,0,0,0
1532,3151,1263,1513,0,0,0,0,0,0,0,0
1533,3740,2704,0,0,0,0,0,0,0,0,0
1534,0,0,0,0,0,0,0,0,0,0,0
1535,3417,883,0,0,0,0,0,0,0,0,0
1536,3340,0,0,0,0,0,0,0,0,0,0
1537,914,969,0,0,0,0,0,0,0,0,0
1538,3271,0,0,0,0,0,0,0,0,0,0
1539,2379,0,0,0,0,0,0,0,0,0,0
1540,3428,0,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,0,0,0,0,0,0,0
1542,2170,1935,757,1273,1470,0,0,0,0,0,0
1543,2604,0,0,0,0,0,0,0,0,0,0
1544,4084,0,0,0,0,0,0,0,0,0,0
1545,3730,2791,0,0,0,0,0,0,0,0,0
1546,0,0,0,0,0,0,0,0,0,0,0
1547,1024,0,0,0,0,0,0,0,0,0,0
1548,0,0,0,0,0,0,0,0,0,0,0
1549,577,0,0,0,0,0,0,0,0,0,0
1550,0,0,0,0,0,0,0,0,0,0,0
1551,3303,2712,3345,888,1224,257,426,0,0,0,0
1552,4656,0,0,0,0,0,0,0,0,0,0
1553,0,0,0,0,0,0,0,0,0,0,0
1554,0,0,0,0,0,0,0,0,0,0,0
1555,0,0,0,0,0,0,0,0,0,0,0
1556,3428,0,0,0,0,0,0,0,0,0,0
1557,0,0,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,0,0,0,0,0,0
1559,5031,1931,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,0,0,0
1561,0,0,0,0,0,0,0,0,0,0,0
1562,0,0,0,0,0,0,0,0,0,0,0
1563,2668,2468,152,0,0,0,0,0,0,0,0
1564,2230,0,0,0,0,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,0,0,0
1566,1916,0,0,0,0,0,0,0,0,0,0
1567,2502,905,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,0,0,0,0,0,0
1569,3075,0,0,0,0,0,0,0,0,0,0
1570,3996,3527,0,0,0,0,0,0,0,0,0
1571,0,0,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,0,0,0
1573,0,0,0,0,0,0,0,0,0,0,0
1574,0,0,0,0,0,0,0,0,0,0,0
1575,2376,1013,0,0,0,0,0,0,0,0,0
1576,0,0,0,0,0,0,0,0,0,0,0
1577,3244,0,0,0,0,0,0,0,0,0,0
1578,0,0,0,0,0,0,0,0,0,0,0
1579,4432,1928,4016,0,0,0,0,0,0,0,0
1580,0,0,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,0,0,0
1582,2365,526,0,0,0,0,0,0,0,0,0
1583,4627,1407,0,0,0,0,0,0,0,0,0
1584,1736,0,0,0,0,0,0,0,0,0,0
1585,2400,1074,0,0,0,0,0,0,0,0,0
1586,0,0,0,0,0,0,0,0,0,0,0
1587,2218,3454,896,0,0,0,0,0,0,0,0
1588,456,0,0,0,0,0,0,0,0,0,0
1589,0,0,0,0,0,0,0,0,0,0,0
1590,2749,4125,4697,2356,3169,752,36,1116,0,0,0
1591,0,0,0,0,0,0,0,0,0,0,0
1592,2482,954,0,0,0,0,0,0,0,0,0
1593,0,0,0,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0,0,0,0
1595,150,742,0,0,0,0,0,0,0,0,0
1596,3429,0,0,0,0,0,0,0,0,0,0
1597,0,0,0,0,0,0,0,0,0,0,0
1598,4610,3761,0,0,0,0,0,0,0,0,0
1599,4778,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,0,0,0
1601,3503,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0
1603,4884,3442,700,0,0,0,0,0,0,0,0
1604,711,0,0,0,0,0,0,0,0,0,0
1605,0,0,0,0,0,0,0,0,0,0,0
1606,1829,1425,0,0,0,0,0,0,0,0,0
1607,3693,580,651,0,0,0,0,0,0,0,0
1608,0,0,0,0,0,0,0,0,0,0,0
1609,0,0,0,0,0,0,0,0,0,0,0
1610,0,0,0,0,0,0,0,0,0,0,0
1611,2889,1612,0,0,0,0,0,0,0,0,0
1612,2889,1611,0,0,0,0,0,0,0,0,0
1613,821,663,0,0,0,0,0,0,0,0,0
1614,0,0,0,0,0,0,0,0,0,0,0
1615,0,0,0,0,0,0,0,0,0,0,0
1616,2570,3902,0,0,0,0,0,0,0,0,0
