st_TM_SNT1,st_TM_SNT2,st_TM_SNT3,st_TM_SNT4,st_TM_SNT5,st_TM_SNT6,st_TM_SNT7,st_TM_SNT8,st_TM_SNT9,st_TM_SNT10,st_TM_SNT11,st_TM_SNT12
531,4767,0,0,0,0,0,0,0,0,0,0
532,1403,0,0,0,0,0,0,0,0,0,0
533,2231,4573,0,0,0,0,0,0,0,0,0
534,1320,271,0,0,0,0,0,0,0,0,0
535,3598,0,0,0,0,0,0,0,0,0,0
536,5016,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0,0,0,0
538,3480,512,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0
540,3573,0,0,0,0,0,0,0,0,0,0
541,4698,825,2650,0,0,0,0,0,0,0,0
542,5024,2688,1092,4537,2270,851,3120,39,0,0,0
543,2729,0,0,0,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0,0
545,2638,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0
547,3522,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0,0
549,2841,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,0
551,606,1274,4781,25,18,0,0,0,0,0,0
552,4669,0,0,0,0,0,0,0,0,0,0
553,1202,0,0,0,0,0,0,0,0,0,0
554,838,2518,0,0,0,0,0,0,0,0,0
555,3470,1491,0,0,0,0,0,0,0,0,0
556,3406,4728,2256,0,0,0,0,0,0,0,0
557,755,0,0,0,0,0,0,0,0,0,0
558,604,5027,0,0,0,0,0,0,0,0,0
559,2445,1958,3766,0,0,0,0,0,0,0,0
560,1315,0,0,0,0,0,0,0,0,0,0
561,3844,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0,0,0,0,0
564,919,920,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0
566,3459,3077,0,0,0,0,0,0,0,0,0
567,1179,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,0,0,0
569,1776,0,0,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,0
573,2648,4098,0,0,0,0,0,0,0,0,0
574,3269,3239,814,253,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0
577,1549,0,0,0,0,0,0,0,0,0,0
578,2321,4545,0,0,0,0,0,0,0,0,0
579,4929,0,0,0,0,0,0,0,0,0,0
580,590,3693,651,1607,0,0,0,0,0,0,0
581,348,0,0,0,0,0,0,0,0,0,0
582,1343,0,0,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0
585,1120,4131,2108,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0
587,1641,4217,1911,1887,1505,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,0,0
589,2702,0,0,0,0,0,0,0,0,0,0
590,991,580,0,0,0,0,0,0,0,0,0
591,3593,4328,0,0,0,0,0,0,0,0,0
592,4969,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0,0
594,2206,1889,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0
597,2477,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0
599,4917,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0,0
604,558,0,0,0,0,0,0,0,0,0,0
605,4301,4542,0,0,0,0,0,0,0,0,0
606,1168,745,3288,551,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0,0
608,2017,2353,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0
610,523,0,0,0,0,0,0,0,0,0,0
611,2625,0,0,0,0,0,0,0,0,0,0
612,4328,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0,0
614,502,0,0,0,0,0,0,0,0,0,0
615,717,4161,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0
618,1276,225,0,0,0,0,0,0,0,0,0
619,3419,2681,1726,3898,719,2711,339,459,362,146,0
620,2338,1195,0,0,0,0,0,0,0,0,0
621,660,0,0,0,0,0,0,0,0,0,0
622,4047,2428,0,0,0,0,0,0,0,0,0
623,3855,0,0,0,0,0,0,0,0,0,0
624,148,24,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0,0
627,2217,4416,243,0,0,0,0,0,0,0,0
628,2504,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0
631,1800,0,0,0,0,0,0,0,0,0,0
632,2435,5015,3614,2907,707,2223,0,0,0,0,0
633,1500,31,409,32,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0,0
635,1442,0,0,0,0,0,0,0,0,0,0
636,4509,0,0,0,0,0,0,0,0,0,0
637,3697,3561,0,0,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0,0
639,2403,0,0,0,0,0,0,0,0,0,0
640,2137,0,0,0,0,0,0,0,0,0,0
641,4565,3640,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0,0,0,0
644,926,0,0,0,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0,0,0,0
646,28,0,0,0,0,0,0,0,0,0,0
647,4936,967,0,0,0,0,0,0,0,0,0
648,454,0,0,0,0,0,0,0,0,0,0
649,316,0,0,0,0,0,0,0,0,0,0
650,4949,2560,0,0,0,0,0,0,0,0,0
651,3693,1607,580,0,0,0,0,0,0,0,0
652,3518,0,0,0,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0,0,0,0,0
657,4499,0,0,0,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0,0,0
660,621,0,0,0,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0,0,0,0,0
662,4235,1216,319,0,0,0,0,0,0,0,0
663,1613,1650,821,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0,0,0,0
665,0,0,0,0,0,0,0,0,0,0,0
666,4907,0,0,0,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0,0,0,0,0
669,16,0,0,0,0,0,0,0,0,0,0
670,4131,876,1120,0,0,0,0,0,0,0,0
671,1449,0,0,0,0,0,0,0,0,0,0
672,0,0,0,0,0,0,0,0,0,0,0
673,1241,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0,0
677,1003,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0,0,0
679,4102,7,0,0,0,0,0,0,0,0,0
680,2657,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0,0
683,840,1807,0,0,0,0,0,0,0,0,0
684,4456,379,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0,0
688,2714,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0,0,0
690,3463,4132,3866,1905,2111,35,0,0,0,0,0
691,3088,3132,0,0,0,0,0,0,0,0,0
692,4934,0,0,0,0,0,0,0,0,0,0
693,83,0,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0,0,0,0
695,0,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,0
697,2139,2265,2808,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0
699,1141,4559,1332,0,0,0,0,0,0,0,0
700,3365,3442,1603,4884,449,0,0,0,0,0,0
701,4995,0,0,0,0,0,0,0,0,0,0
702,3146,0,0,0,0,0,0,0,0,0,0
703,2501,528,0,0,0,0,0,0,0,0,0
704,3891,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0,0
706,2263,2089,1414,0,0,0,0,0,0,0,0
707,3614,2223,2907,632,0,0,0,0,0,0,0
708,855,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0
710,3059,0,0,0,0,0,0,0,0,0,0
711,3730,1604,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0,0
715,3196,0,0,0,0,0,0,0,0,0,0
716,4158,0,0,0,0,0,0,0,0,0,0
717,4161,615,0,0,0,0,0,0,0,0,0
718,4474,0,0,0,0,0,0,0,0,0,0
719,2681,1726,3419,2711,3898,339,146,619,362,459,0
720,0,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0
724,212,0,0,0,0,0,0,0,0,0,0
725,3303,4861,1268,299,386,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0,0
727,165,0,0,0,0,0,0,0,0,0,0
728,4784,3364,3401,0,0,0,0,0,0,0,0
729,1428,0,0,0,0,0,0,0,0,0,0
730,4846,1265,2938,0,0,0,0,0,0,0,0
731,752,4125,2749,177,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0,0,0
733,1641,1506,3585,3288,4614,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0
735,4556,0,0,0,0,0,0,0,0,0,0
736,1454,104,494,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0,0,0,0
739,42,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0,0
741,943,0,0,0,0,0,0,0,0,0,0
742,1595,150,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0,0
744,5029,0,0,0,0,0,0,0,0,0,0
745,3288,4781,3057,4614,1168,606,0,0,0,0,0
746,113,0,0,0,0,0,0,0,0,0,0
747,1756,0,0,0,0,0,0,0,0,0,0
748,3189,0,0,0,0,0,0,0,0,0,0
749,4193,0,0,0,0,0,0,0,0,0,0
750,1741,913,0,0,0,0,0,0,0,0,0
751,1975,0,0,0,0,0,0,0,0,0,0
752,1590,2749,4125,731,0,0,0,0,0,0,0
753,2947,0,0,0,0,0,0,0,0,0,0
754,1819,0,0,0,0,0,0,0,0,0,0
755,557,0,0,0,0,0,0,0,0,0,0
756,1864,0,0,0,0,0,0,0,0,0,0
757,1542,1470,0,0,0,0,0,0,0,0,0
758,4140,448,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0,0,0,0
762,3556,0,0,0,0,0,0,0,0,0,0
763,819,0,0,0,0,0,0,0,0,0,0
764,2398,0,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0,0,0
766,4334,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0,0,0
769,4424,0,0,0,0,0,0,0,0,0,0
770,254,0,0,0,0,0,0,0,0,0,0
771,1719,0,0,0,0,0,0,0,0,0,0
772,1243,4141,2886,976,307,0,0,0,0,0,0
773,3926,0,0,0,0,0,0,0,0,0,0
774,4509,0,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0
777,2570,3461,0,0,0,0,0,0,0,0,0
778,188,0,0,0,0,0,0,0,0,0,0
779,2438,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0,0
782,1038,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0,0,0
784,3605,0,0,0,0,0,0,0,0,0,0
785,3342,0,0,0,0,0,0,0,0,0,0
786,2985,3857,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0,0
788,209,0,0,0,0,0,0,0,0,0,0
789,2210,1852,0,0,0,0,0,0,0,0,0
790,2330,0,0,0,0,0,0,0,0,0,0
791,504,0,0,0,0,0,0,0,0,0,0
792,3901,2843,0,0,0,0,0,0,0,0,0
793,3119,0,0,0,0,0,0,0,0,0,0
794,1988,0,0,0,0,0,0,0,0,0,0
795,3447,803,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0
797,3958,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0,0
799,2272,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0
801,4184,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0
803,795,0,0,0,0,0,0,0,0,0,0
804,1026,0,0,0,0,0,0,0,0,0,0
805,2834,0,0,0,0,0,0,0,0,0,0
806,5019,4531,0,0,0,0,0,0,0,0,0
807,4428,1465,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0,0
809,2385,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0,0
811,4950,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0,0
813,1998,4795,0,0,0,0,0,0,0,0,0
814,3269,3239,574,253,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0
816,3957,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0
818,360,0,0,0,0,0,0,0,0,0,0
819,763,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0
821,1613,1650,663,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0
823,4904,4586,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0
825,2650,4246,4698,541,0,0,0,0,0,0,0
826,864,0,0,0,0,0,0,0,0,0,0
827,837,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0
829,3915,0,0,0,0,0,0,0,0,0,0
830,105,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,0
832,4460,0,0,0,0,0,0,0,0,0,0
833,1341,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0,0
835,4803,2808,3533,873,0,0,0,0,0,0,0
836,3580,492,0,0,0,0,0,0,0,0,0
837,827,0,0,0,0,0,0,0,0,0,0
838,2518,554,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0
840,4954,1807,683,401,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0,0
842,1001,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0
845,4983,2817,1107,4437,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0
848,4154,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0,0
850,2409,2411,2024,0,0,0,0,0,0,0,0
851,2688,2270,3120,4537,39,542,0,0,0,0,0
852,1371,4176,0,0,0,0,0,0,0,0,0
853,1119,3307,3962,1078,0,0,0,0,0,0,0
854,3905,1238,3125,1770,2005,0,0,0,0,0,0
855,708,0,0,0,0,0,0,0,0,0,0
856,4929,2847,0,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0,0,0,0
859,2219,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0,0
861,3013,0,0,0,0,0,0,0,0,0,0
862,3798,0,0,0,0,0,0,0,0,0,0
863,4529,363,0,0,0,0,0,0,0,0,0
864,4534,826,0,0,0,0,0,0,0,0,0
865,3023,0,0,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0,0
868,2250,0,0,0,0,0,0,0,0,0,0
869,98,0,0,0,0,0,0,0,0,0,0
870,3033,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,0,0,0,0
873,4803,3533,835,0,0,0,0,0,0,0,0
874,3275,3668,3801,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0,0
876,1032,670,0,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0,0
881,315,0,0,0,0,0,0,0,0,0,0
882,0,0,0,0,0,0,0,0,0,0,0
883,2645,1535,3417,0,0,0,0,0,0,0,0
884,2376,0,0,0,0,0,0,0,0,0,0
885,205,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0,0
887,1163,0,0,0,0,0,0,0,0,0,0
888,2188,3303,1224,2712,4527,3345,1117,1551,426,257,0
889,4918,242,0,0,0,0,0,0,0,0,0
890,2109,1768,0,0,0,0,0,0,0,0,0
891,4261,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0,0
893,3636,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,0,0
895,950,0,0,0,0,0,0,0,0,0,0
896,2218,1587,0,0,0,0,0,0,0,0,0
897,3054,974,4109,0,0,0,0,0,0,0,0
898,4703,0,0,0,0,0,0,0,0,0,0
899,3350,3671,0,0,0,0,0,0,0,0,0
900,3245,3307,2341,239,0,0,0,0,0,0,0
901,3180,0,0,0,0,0,0,0,0,0,0
902,3695,4838,2999,0,0,0,0,0,0,0,0
903,1145,0,0,0,0,0,0,0,0,0,0
904,3783,0,0,0,0,0,0,0,0,0,0
905,2502,1567,1514,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0,0,0
907,0,0,0,0,0,0,0,0,0,0,0
908,4240,0,0,0,0,0,0,0,0,0,0
909,4241,0,0,0,0,0,0,0,0,0,0
910,3601,0,0,0,0,0,0,0,0,0,0
911,1631,0,0,0,0,0,0,0,0,0,0
912,1947,0,0,0,0,0,0,0,0,0,0
913,1741,750,0,0,0,0,0,0,0,0,0
914,1537,969,0,0,0,0,0,0,0,0,0
915,411,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0
917,4253,1418,0,0,0,0,0,0,0,0,0
918,3472,0,0,0,0,0,0,0,0,0,0
919,3403,2664,920,564,0,0,0,0,0,0,0
920,3403,2664,564,919,0,0,0,0,0,0,0
921,4083,0,0,0,0,0,0,0,0,0,0
922,1047,2559,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0,0,0,0
925,2476,3935,383,0,0,0,0,0,0,0,0
926,644,0,0,0,0,0,0,0,0,0,0
927,2976,0,0,0,0,0,0,0,0,0,0
928,1948,0,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0
931,505,0,0,0,0,0,0,0,0,0,0
932,358,0,0,0,0,0,0,0,0,0,0
933,1202,0,0,0,0,0,0,0,0,0,0
934,0,0,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0,0,0
936,2934,2829,2058,0,0,0,0,0,0,0,0
937,1740,0,0,0,0,0,0,0,0,0,0
938,4739,0,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0,0,0
940,4740,0,0,0,0,0,0,0,0,0,0
941,1172,3597,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0,0,0
943,741,0,0,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0,0,0,0
947,2347,0,0,0,0,0,0,0,0,0,0
948,2698,311,0,0,0,0,0,0,0,0,0
949,2421,0,0,0,0,0,0,0,0,0,0
950,1366,1133,895,0,0,0,0,0,0,0,0
951,1218,0,0,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0,0,0,0
954,5017,1592,1700,2482,0,0,0,0,0,0,0
955,2360,0,0,0,0,0,0,0,0,0,0
956,3714,0,0,0,0,0,0,0,0,0,0
957,2462,0,0,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,0,0,0,0
959,2016,215,0,0,0,0,0,0,0,0,0
960,1971,1692,2532,0,0,0,0,0,0,0,0
961,1074,2708,1339,3566,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,0,0
963,3943,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,0
965,4981,0,0,0,0,0,0,0,0,0,0
966,2488,2515,0,0,0,0,0,0,0,0,0
967,1185,4936,647,0,0,0,0,0,0,0,0
968,1068,2665,0,0,0,0,0,0,0,0,0
969,1537,914,0,0,0,0,0,0,0,0,0
970,3118,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0,0,0,0
972,3676,0,0,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0,0,0,0
974,4109,3054,897,0,0,0,0,0,0,0,0
975,4662,4609,2547,1774,0,0,0,0,0,0,0
976,1243,4141,2886,307,772,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0,0,0
979,1070,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0,0,0,0
983,998,3773,0,0,0,0,0,0,0,0,0
984,2609,4408,3734,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0,0,0,0
986,3255,1630,0,0,0,0,0,0,0,0,0
987,4079,1822,3677,3285,0,0,0,0,0,0,0
988,1260,3473,0,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0
990,4037,0,0,0,0,0,0,0,0,0,0
991,4324,590,0,0,0,0,0,0,0,0,0
992,3694,0,0,0,0,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0,0,0,0
995,1195,2338,0,0,0,0,0,0,0,0,0
996,2722,3352,0,0,0,0,0,0,0,0,0
997,4496,1451,0,0,0,0,0,0,0,0,0
998,3773,157,983,0,0,0,0,0,0,0,0
999,2579,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0
1001,842,0,0,0,0,0,0,0,0,0,0
1002,5008,0,0,0,0,0,0,0,0,0,0
1003,677,0,0,0,0,0,0,0,0,0,0
1004,3016,2750,0,0,0,0,0,0,0,0,0
1005,3854,3348,1207,1746,1882,2140,126,0,0,0,0
1006,2302,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,0,0
1008,1373,3914,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,0,0,0,0,0
1010,3228,3104,0,0,0,0,0,0,0,0,0
1011,402,0,0,0,0,0,0,0,0,0,0
1012,4908,60,256,0,0,0,0,0,0,0,0
1013,1415,2717,1575,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,0,0,0,0,0,0
1015,511,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0,0,0
1017,0,0,0,0,0,0,0,0,0,0,0
1018,1932,0,0,0,0,0,0,0,0,0,0
1019,3816,4495,3871,19,0,0,0,0,0,0,0
1020,4222,346,0,0,0,0,0,0,0,0,0
1021,2494,0,0,0,0,0,0,0,0,0,0
1022,1963,0,0,0,0,0,0,0,0,0,0
1023,2450,3821,0,0,0,0,0,0,0,0,0
1024,1547,0,0,0,0,0,0,0,0,0,0
1025,3411,0,0,0,0,0,0,0,0,0,0
1026,4243,804,0,0,0,0,0,0,0,0,0
1027,1947,0,0,0,0,0,0,0,0,0,0
1028,4519,0,0,0,0,0,0,0,0,0,0
1029,2536,0,0,0,0,0,0,0,0,0,0
1030,4204,0,0,0,0,0,0,0,0,0,0
1031,1654,3619,2440,0,0,0,0,0,0,0,0
1032,4483,876,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,0,0,0,0,0,0
1034,3762,479,0,0,0,0,0,0,0,0,0
1035,4821,0,0,0,0,0,0,0,0,0,0
1036,2491,1867,4987,517,0,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0
1038,782,0,0,0,0,0,0,0,0,0,0
1039,2636,3555,0,0,0,0,0,0,0,0,0
1040,3010,1300,0,0,0,0,0,0,0,0,0
1041,0,0,0,0,0,0,0,0,0,0,0
1042,4062,1043,0,0,0,0,0,0,0,0,0
1043,4062,1042,0,0,0,0,0,0,0,0,0
1044,0,0,0,0,0,0,0,0,0,0,0
1045,1466,4302,0,0,0,0,0,0,0,0,0
1046,3220,3547,0,0,0,0,0,0,0,0,0
1047,2559,922,199,0,0,0,0,0,0,0,0
1048,4276,2700,0,0,0,0,0,0,0,0,0
1049,458,0,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,0,0,0,0,0
1051,1924,0,0,0,0,0,0,0,0,0,0
1052,3242,2593,2381,1636,0,0,0,0,0,0,0
1053,3961,0,0,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,0,0,0,0,0,0
1055,0,0,0,0,0,0,0,0,0,0,0
1056,1866,4026,0,0,0,0,0,0,0,0,0
1057,4667,2735,0,0,0,0,0,0,0,0,0
1058,0,0,0,0,0,0,0,0,0,0,0
1059,2172,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0,0
1061,369,0,0,0,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0,0
1063,2291,0,0,0,0,0,0,0,0,0,0
1064,2540,4527,3345,2712,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,0,0,0
1066,3962,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0,0
1068,2665,968,0,0,0,0,0,0,0,0,0
1069,2495,3321,4361,1100,0,0,0,0,0,0,0
1070,1964,979,341,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,0,0,0,0
1072,0,0,0,0,0,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,0,0,0,0
1074,1585,3566,961,0,0,0,0,0,0,0,0
1075,3041,2334,2979,3073,0,0,0,0,0,0,0
1076,371,0,0,0,0,0,0,0,0,0,0
1077,2023,0,0,0,0,0,0,0,0,0,0
1078,1119,3307,3962,853,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0,0,0
1080,438,65,0,0,0,0,0,0,0,0,0
1081,1289,94,0,0,0,0,0,0,0,0,0
1082,3252,1170,0,0,0,0,0,0,0,0,0
