StarID,RA,Dec,Mag
61765,17.53622721,55.18411077,4.89
27256,7.65276566,34.58463287,4.89
60160,17.08962783,12.74085469,4.89
50779,14.30388069,-81.00760147,4.89
661,0.18775227,-15.46732287,4.89
46071,12.88826967,21.24502058,4.89
42666,11.86424246,-65.20589445,4.89
74641,20.83279986,-33.7796732,4.89
81227,22.65435525,39.05028301,4.89
70284,19.737931,37.35426967,4.89
27759,7.76874825,18.51016877,4.89
15858,4.83185181,37.48818131,4.89
4654,1.42700257,-14.59875437,4.9
45940,12.84477415,-33.99926779,4.9
74609,20.82470255,-46.22689249,4.9
70704,19.85113712,22.61008676,4.9
47164,13.23761891,-59.10285946,4.9
2650,0.81388703,50.96819154,4.9
24333,6.96031249,45.09410202,4.9
56748,16.09071534,-19.80184191,4.9
56640,16.05672293,-38.60247122,4.9
19135,5.70796232,1.47466498,4.9
58045,16.47438923,-70.08467012,4.9
25314,7.19424789,39.32054373,4.91
73341,20.49415518,-2.8854763,4.91
8839,2.7041468999999996,40.19438688,4.91
53916,15.24370163,-31.51912564,4.91
53152,15.01621879,-8.51893488,4.91
80872,22.5500035,-61.982073,4.91
71002,19.92717285,52.43902327,4.91
73768,20.61211862,-2.54991814,4.91
16869,5.12407668,18.64500711,4.91
25213,7.17046719,-4.23763568,4.91
38630,10.64305918,-16.87663687,4.91
45466,12.69905466,-59.68581085,4.91
16509,5.02376607,-20.05188078,4.91
14894,4.53129707,-0.04399115,4.91
60154,17.08893952,54.46986308,4.91
58761,16.69288785,-17.74216462,4.91
82166,22.9204512,8.81609536,4.91
48314,13.57992952,37.18243871,4.91
21654,6.33322344,-2.94449028,4.91
24778,7.06490443,-49.58425759,4.92
6310,1.94448852,-22.52671153,4.92
64752,18.33830655,21.9614409,4.92
44615,12.44002048,27.26826273,4.92
74305,20.74792311,25.27104823,4.92
20598,6.08309238,-16.48442713,4.92
20414,6.03067383,-10.59793918,4.92
66884,18.88709481,50.70828894,4.92
48264,13.56886258,3.65902506,4.92
65470,18.52928779,-45.9147436,4.92
22004,6.41497277,49.28789903,4.92
49156,13.82856109,21.26406422,4.92
52211,14.74977641,-35.19182069,4.92
26699,7.51791117,82.41156871,4.92
54440,15.40331392,-10.32189476,4.92
33622,9.26021159,-38.56991789,4.92
63896,18.11385681,-43.42496169,4.92
40125,11.08889795,-27.29359566,4.92
71816,20.12310238,-52.88080972,4.93
27001,7.59436116,-52.53380809,4.93
53498,15.12165196,24.86959294,4.93
28678,7.99560686,-3.67957835,4.93
71962,20.15711576,36.83959003,4.93
74438,20.78631233,34.37410329,4.93
57144,16.20000043,-10.06418514,4.93
14221,4.34018223,34.56674228,4.93
42086,11.68157018,-62.09010401,4.93
84874,23.73317723,29.36155278,4.93
13674,4.18067583,-41.99374121,4.93
72318,20.24221735,36.8061354,4.93
35292,9.70407542,-23.91620867,4.93
16379,4.98760428,37.8904824,4.93
50341,14.18068985,-16.30200362,4.93
32467,8.94956307,-59.22935883,4.93
14017,4.28769059,20.57874033,4.93
46468,13.01210715,56.36633134,4.93
41592,11.53789374,-29.26137351,4.93
44025,12.27237644,23.94542332,4.93
52566,14.85028336,-2.29884995,4.93
83393,23.28081957,-7.72646619,4.93
45985,12.86164661,27.54073393,4.93
69795,19.61484682,-7.02747069,4.93
27538,7.7167938,58.71048707,4.93
24233,6.93777476,-48.72116448,4.94
38198,10.51724293,-73.2215089,4.94
72297,20.23794044,15.19746767,4.94
37764,10.40218301,65.56647366,4.94
79540,22.169023199999998,-32.54844042,4.94
26069,7.37042501,-19.01658444,4.94
67347,19.00022817,32.14549051,4.94
46876,13.15091194,-23.11797275,4.94
7160,2.20620108,30.30321507,4.94
36043,9.9145103,-19.00926985,4.94
28936,8.05863865,27.79441794,4.94
58018,16.46640365,68.76805491,4.94
47131,13.22860596,40.15284766,4.94
32009,8.82990231,-45.30790977,4.94
73365,20.50098104,48.95155039,4.94
9751,2.98436382,35.18311415,4.94
21113,6.20091003,16.13044684,4.95
19020,5.68075438,-1.12878569,4.95
12966,3.95706542,63.07224944,4.95
81978,22.86720757,43.31236494,4.95
84993,23.77320469,3.48687164,4.95
71428,20.02908951,-59.37582804,4.95
4347,1.33469935,58.2316161,4.95
45090,12.57890701,70.02177318,4.95
2402,0.72446964,47.02463657,4.95
41362,11.46561941,2.85629071,4.95
57233,16.22464842,-54.63041289,4.95
56324,15.96982674,-14.27931773,4.95
57447,16.29180584,75.75470385,4.95
71009,19.93104478,38.48670392,4.95
83938,23.44886258,1.25583758,4.95
49168,13.83120679,-18.13407618,4.96
5533,1.69625436,42.61380692,4.96
17575,5.32127494,22.09669104,4.96
10998,3.35739087,43.32965174,4.96
5463,1.67633449,40.57710624,4.96
64236,18.19837968,31.4052884,4.96
8337,2.56408677,-28.2323401,4.96
14700,4.47399031,16.35962902,4.96
83844,23.41395751,62.28283877,4.96
19950,5.91410718,55.7069049,4.96
56311,15.96322025,54.74950359,4.96
64221,18.19536888,-23.70116777,4.96
63841,18.10053019,22.21889206,4.96
56635,16.05574082,-25.86514891,4.96
84355,23.56587592,31.32532196,4.97
4078,1.25293547,-45.53209717,4.97
57429,16.28359319,-50.06811224,4.97
28245,7.89162124,26.76585858,4.97
6271,1.93333438,68.68526545,4.97
19998,5.92496954,-37.12060931,4.97
37698,10.38282757,-66.90152522,4.97
60021,17.05218222,14.0921003,4.97
84978,23.76723303,46.42029095,4.97
14220,4.33923187,27.35094069,4.97
84651,23.66306578,-14.22204281,4.97
13142,4.0216864,-61.07905148,4.97
47936,13.47387511,13.78018777,4.97
12120,3.70628987,33.96503899,4.97
51325,14.46956759,-29.49157976,4.97
55364,15.67136259,-23.81805841,4.97
44258,12.33920904,3.31272688,4.97
31339,8.66708871,-12.47537441,4.98
5600,1.71208803,-3.69011692,4.98
27355,7.67311445,-15.26385208,4.98
18629,5.58969439,-5.41606331,4.98
18619,5.58772859,-5.38731536,4.98
39866,11.01245342,6.10150342,4.98
7001,2.1570239,25.93997268,4.98
56528,16.02405295,29.85107821,4.98
44652,12.44980668,26.8257216,4.98
42562,11.8323964,-70.2257858,4.98
64974,18.39851359,58.8005852,4.98
54880,15.52972009,40.89936876,4.98
68719,19.34245505,-5.41587489,4.98
9734,2.979935,-64.07129717,4.98
71014,19.932052300000002,58.84601982,4.98
16828,5.11129396,51.59814314,4.98
67090,18.93739246,4.20205672,4.98
260,0.07503398,-10.50949443,4.99
48702,13.69578188,-54.55936543,4.99
64364,18.23148847,64.39719935,4.99
54400,15.38672952,30.28824114,4.99
71597,20.07210082,-32.05626941,4.99
6620,2.03835394,54.48754946,4.99
12956,3.95230352,61.10891703,4.99
24706,7.04854986,-4.23923814,4.99
23840,6.84610087,41.78156548,4.99
26310,7.42747186,9.27611835,4.99
23846,6.8478748,-34.36732059,4.99
54324,15.36899835,-47.92746963,4.99
68947,19.40210326,29.6213112,4.99
82237,22.94055518,49.73355094,4.99
50424,14.20439733,2.40949613,4.99
83521,23.31601414,-9.610731,4.99
12114,3.70413865,-31.93839587,4.99
29592,8.22221528,-15.78821451,4.99
44031,12.27504856,33.06179861,4.99
41099,11.38044827,43.48273665,4.99
33355,9.18455627,-44.86791223,4.99
79449,22.14053557,-34.04372111,4.99
11324,3.46751392,49.06293148,4.99
33027,9.09954939,5.09234249,4.99
15270,4.64822048,-12.12307828,4.99
56402,15.99174884,-41.74439602,4.99
17797,5.38055592,3.54444809,4.99
34671,9.532442300000001,11.3000307,4.99
63417,17.98479993,-30.25300479,5.0
87109,19.1067621235043,-37.0610654595946,5.0
85617,23.95971437,-64.29808259,5.0
24223,6.93517966,-14.04344644,5.0
67446,19.0239888,46.93502175,5.0
56908,16.13459624,17.04699349,5.0
21354,6.26246633,-13.71838696,5.0
54855,15.52362616,77.34933897,5.0
13319,4.07421213,59.15550819,5.0
42216,11.72533328,-62.48939856,5.0
25806,7.30888306,49.46474619,5.0
86903,16.0728309493662,-11.3741501261325,5.0
17897,5.40703064,17.38355205,5.0
70415,19.773773300000002,33.72868813,5.0
86385,8.744920107427,-54.7070032085306,5.0
67006,18.91863112,-22.67125323,5.0
68272,19.23199019,57.70525514,5.0
41120,11.38686175,-36.16476782,5.0
63945,18.12464955,43.46203247,5.0
34997,9.6201968,6.83577519,5.0
20784,6.12545336,-37.25292114,5.0
69629,19.57635776,19.77339742,5.0
26601,7.49688365,27.91619925,5.01
21042,6.18750418,-65.58970507,5.01
71160,19.96583898,-15.49126255,5.01
38874,10.71778873,69.07624525,5.01
607,0.17201167,46.07227117,5.01
1579,0.46745682,17.89307501,5.01
17353,5.25678102,32.6875699,5.01
41996,11.65823138,-65.3977489,5.01
44586,12.43083253,39.01869867,5.01
44169,12.31661903,-55.14297519,5.01
44831,12.50187813,69.20126087,5.01
5392,1.65583862,44.38612827,5.01
16562,5.03604611,-26.27484321,5.01
21507,6.29856443,61.51529221,5.01
28174,7.87105642,-34.70602121,5.01
70566,19.81629133,19.14197806,5.01
31006,8.578780199999999,-49.94424627,5.01
34805,9.56911146,-51.25528201,5.01
61035,17.33857379,18.05721601,5.01
38311,10.54913353,-47.00336923,5.02
78225,21.79560369,-30.89830582,5.02
14720,4.48058362,13.04763905,5.02
52678,14.88085801,-37.80311642,5.02
54042,15.2849671,71.82387844,5.02
39587,10.92901737,33.50699574,5.02
17909,5.4108728,37.38537514,5.02
49576,13.94282293,27.49219844,5.02
62785,17.817870499999998,50.78054478,5.02
66344,18.747203600000002,2.06007487,5.02
64844,18.359079100000002,49.12146945,5.02
67174,18.95568824,-20.65633439,5.02
69022,19.42123628,-24.50844892,5.02
62801,17.82414913,76.96227797,5.02
34755,9.55346458,-21.11575904,5.02
50590,14.24921219,-57.08607539,5.03
25681,7.28039325,-36.59264813,5.03
70671,19.84381492,52.98816657,5.03
60916,17.31027377,10.86471277,5.03
59336,16.86257093,24.65641963,5.03
48692,13.69356408,-8.70308218,5.03
20489,6.05432252,-26.28475048,5.03
45112,12.58548958,18.37700118,5.03
68864,19.38088349,-54.42372882,5.03
30658,8.49096888,-44.72482773,5.03
15878,4.83655253,-16.21728342,5.03
6858,2.10942012,22.64840404,5.03
27746,7.76579909,-14.56382026,5.03
66176,18.71054339,55.53940044,5.03
69368,19.51106221,-2.78886135,5.03
59946,17.03129146,-32.14340148,5.03
74916,20.90934366,28.05763154,5.03
39788,10.99117105,40.43012281,5.03
54834,15.51548634,40.83306815,5.04
78891,21.98752881,73.18028413,5.04
77574,21.61582695,40.41349052,5.04
54170,15.32182775,1.76665611,5.04
3727,1.13353292,43.94224107,5.04
15422,4.7009573,-37.14476616,5.04
20229,5.984529900000001,-9.55813955,5.04
10692,3.27005684,50.93771066,5.04
138,0.03886504,-29.72044805,5.04
29143,8.11120663,-45.26604229,5.04
81141,22.62928361,-4.22776291,5.04
20746,6.11760078,-62.15441128,5.04
76414,21.30755046,43.9459669,5.04
27285,7.65794198,17.67451551,5.04
27535,7.71587806,-45.17177284,5.04
54031,15.28247175,-60.95724479,5.04
43375,12.0796288,-76.51917475,5.04
5763,1.76837191,-53.52218065,5.04
47767,13.41871122,-74.88749735,5.04
26165,7.39126503,25.05060041,5.04
56074,15.88890578,-20.16699405,5.04
47041,13.20096794,-16.1979034,5.04
47999,13.49034874,-51.16511504,5.04
21406,6.27404723,12.2717103,5.04
23301,6.71805786,44.52452351,5.04
83601,23.33903807,5.38145156,5.05
16725,5.08276459,-49.57783014,5.05
10851,3.31878291,50.09502752,5.05
63911,18.11711321,30.56186809,5.05
17616,5.33358917,33.95806265,5.05
85078,23.79854102,67.80681263,5.05
79646,22.19182897,59.41451451,5.05
82996,23.15873745,8.67717165,5.05
12506,3.81977891,24.13682565,5.05
31279,8.65224163,-22.6629058,5.05
22983,6.6437868,-48.22023129,5.05
27365,7.67530319,87.02015634,5.05
71398,20.02265235,50.10467998,5.06
22202,6.46599222,-4.76214677,5.06
17737,5.36285213,-24.77294996,5.06
76089,21.222344,-70.12621725,5.06
29911,8.30521599,-65.6132455,5.06
70153,19.70863683,-16.12397392,5.06
74650,20.83467543,44.0589822,5.06
17351,5.25676816,-26.94343723,5.06
36690,10.103117,-47.36986491,5.06
12107,3.70259638,63.21675891,5.06
39873,11.01402228,39.21213189,5.06
60456,17.17843068,-44.5575511,5.06
85325,23.87480337,19.12037002,5.06
21097,6.19772671,-6.55028276,5.06
70060,19.68058707,45.5246494,5.06
20861,6.14565114,-68.84345717,5.06
51003,14.37311027,-80.108911,5.06
73904,20.64219673,24.11597742,5.06
74725,20.858347199999997,-51.60816692,5.06
26895,7.57185383,-23.47366319,5.06
1819,0.5454984,-63.03137868,5.07
41565,11.52946476,-59.44206384,5.07
61757,17.53274721,68.13470186,5.07
25431,7.22285194,16.15906775,5.07
17901,5.40803085,-0.89166902,5.07
15326,4.66519087,53.07957406,5.07
79243,22.08577535,62.27982101,5.07
34789,9.56486254,-80.94129374,5.07
58456,16.60381444,52.92435554,5.07
26571,7.48901759,28.1184038,5.07
73940,20.65210902,10.08615196,5.07
10496,3.21286767,-1.19593294,5.07
34674,9.53266183,9.7157982,5.07
67814,19.1162787,11.07130501,5.07
86981,17.2561897481974,-26.587560553602298,5.07
65490,18.53387342,-45.7573539,5.07
14838,4.51391602,-44.95374351,5.07
38399,10.58002043,6.95361136,5.07
35188,9.67177198,-14.33224542,5.07
24390,6.97364048,-34.11172588,5.07
78334,21.83074498,30.17427852,5.07
27843,7.79027771,-38.51115599,5.07
60395,17.15924486,40.77701519,5.07
50444,14.21278697,-27.26110002,5.07
2658,0.81630825,16.9411337,5.07
35924,9.8751308,-8.10491559,5.07
18100,5.46080204,34.47598643,5.08
41128,11.38946455,-18.77990277,5.08
30538,8.46018077,-53.08853976,5.08
15288,4.6525548,15.80003442,5.08
71781,20.11483274,23.61442409,5.08
78539,21.88821772,-13.55180134,5.08
15938,4.85622592,18.83994085,5.08
2005,0.60230209,54.16845384,5.08
38499,10.6057123,-59.56429542,5.08
38154,10.50486195,-0.63697208,5.08
38359,10.5669142,-23.74521609,5.08
52917,14.9455562,-62.78098762,5.08
81023,22.59604907,73.64312707,5.08
20973,6.17061203,-74.7525279,5.08
17775,5.37604924,79.23075701,5.08
35673,9.80977356,46.02123319,5.08
12444,3.80451445,11.14336637,5.08
46147,12.91025591,-57.16864387,5.08
73181,20.4553343,-18.21169433,5.08
28512,7.95511959,-44.10987569,5.08
23620,6.79367322,-8.99850109,5.08
38901,10.7236194,23.18838442,5.08
66982,18.91197646,-15.60302217,5.08
2637,0.80975515,-74.92335356,5.09
28628,7.984922900000001,-23.31040264,5.09
77780,21.66973916,43.27380044,5.09
64887,18.37183447,-38.65682498,5.09
78527,21.8843785,25.92513878,5.09
84837,23.7228768,10.33150851,5.09
57090,16.18392418,-29.41600661,5.09
62772,17.81365252,25.62296216,5.09
35568,9.77546226,57.12798971,5.09
82590,23.04342692,42.7578062,5.09
55970,15.8543465,-3.09042957,5.09
83743,23.38459921,12.3139519,5.09
26046,7.36580538,20.44371648,5.09
16444,5.0057547,81.19402107,5.09
29639,8.23286613,-36.32229977,5.09
22616,6.56053354,-1.22011054,5.09
11423,3.50006398,55.45183695,5.09
35760,9.83254485,-45.73276023,5.09
26362,7.43940435,-51.01849597,5.09
34287,9.43832709,-53.37893587,5.09
71657,20.08596517,19.99087704,5.09
6343,1.95584261,17.8175894,5.09
41127,11.3892865,-64.95473134,5.09
79306,22.10054442,45.01438566,5.09
32058,8.84262884,-46.52919614,5.09
80163,22.3337445,-80.43964301,5.09
43999,12.26673192,14.89914477,5.09
82425,23.00141774,56.94538131,5.1
64029,18.148016199999997,20.04528382,5.1
77743,21.6592458,2.24376298,5.1
19637,5.83154263,-66.9012309,5.1
14423,4.39773267,9.46098377,5.1
85305,23.86852606,-82.01876765,5.1
59059,16.77778168,-67.10965828,5.1
78069,21.75006858,-9.08242443,5.1
11052,3.37924226,20.7421051,5.1
68580,19.30902467,1.08508548,5.1
13634,4.16744046,80.69867409,5.1
42513,11.81252928,-26.74975369,5.1
9664,2.95480013,31.93429432,5.1
56520,16.02065165,17.81802578,5.1
51100,14.40316398,5.82011481,5.1
47314,13.28141977,-31.5060767,5.1
61278,17.40363683,-44.1625017,5.1
74532,20.80805543,-43.98827127,5.11
12765,3.8941456,-34.73229529,5.11
73997,20.66729623,-60.54750937,5.11
79951,22.27404682,-41.62720198,5.11
36204,9.96142902,41.05569741,5.11
24033,6.89506697,68.88829173,5.11
25821,7.31060908,-36.74274935,5.11
40319,11.14277934,-61.94717969,5.11
67973,19.15270791,76.56079335,5.11
4861,1.49336117,-21.62934677,5.11
81194,22.64385201,56.79571012,5.11
78719,21.9442067,63.62556651,5.11
81518,22.73485708,41.81922714,5.11
65001,18.40383382,39.50724983,5.11
47817,13.43545527,-39.75496493,5.11
16946,5.14546298,-4.45624625,5.11
56183,15.924892600000002,-68.60298616,5.11
66268,18.72970586,-38.32331062,5.11
38819,10.69910623,65.71646212,5.12
9978,3.06025103,-59.73761994,5.12
65454,18.52397242,-18.40264541,5.12
27580,7.72828548,-40.93332961,5.12
33671,9.27306594,-44.26574592,5.12
65684,18.58398986,-10.97719406,5.12
80247,22.35988207,-21.59802435,5.12
26054,7.36741345,36.76063782,5.12
73623,20.565295300000002,-44.51596141,5.12
82649,23.05826751,-34.74961718,5.12
28134,7.86166577,1.76687765,5.12
39468,10.89292189,54.58515228,5.12
41572,11.53022427,-59.51564932,5.12
45144,12.59600404,-41.02194744,5.12
25250,7.17986076,-48.93257706,5.12
45719,12.77743147,16.57764912,5.12
69671,19.58534812,-10.56043644,5.12
6179,1.90612786,-42.49688104,5.12
16836,5.11267966,-4.65516319,5.12
62484,17.73575474,-51.83358836,5.12
34779,9.56237775,-49.0050932,5.12
69379,19.51261019,27.9652789,5.12
70702,19.85041673,10.4160539,5.12
64807,18.35028265,28.86983516,5.12
41630,11.54837498,-31.08723547,5.13
8023,2.46713611,-33.81105246,5.13
57336,16.25426315,-47.37190984,5.13
30036,8.33440897,27.21862138,5.13
857,0.24099785,-7.78053784,5.13
53384,15.08865233,-41.06723379,5.13
55023,15.5770304,-28.04690734,5.13
18620,5.58790724,-5.38969624,5.13
61078,17.348394,24.49943984,5.13
107,0.03039927,-3.02747891,5.13
30418,8.43188534,7.56452889,5.13
11163,3.41126703,64.58599618,5.13
85693,23.98214541,-52.74595629,5.13
68141,19.19458917,56.85909594,5.13
4225,1.29666224,3.61452038,5.13
50187,14.13215181,43.8545248,5.13
75534,21.07861906,-77.02286938,5.13
68261,19.22852764,2.2937137,5.14
11441,3.50679886,11.33648129,5.14
69039,19.42459542,19.79853912,5.14
55057,15.58747225,39.01004619,5.14
12529,3.82575068,33.09138142,5.14
44288,12.34880994,-13.56574902,5.14
47383,13.30403901,49.68201519,5.14
24818,7.07175527,-56.7497313,5.14
74135,20.69918418,-66.76062542,5.14
60881,17.30019909,-24.28688289,5.14
70855,19.88815858,57.52346329,5.14
67254,18.97683186,-60.20062859,5.14
28549,7.96437042,-45.57774475,5.14
29613,8.22671202,-46.9916532,5.14
24564,7.01430699,-51.4026336,5.14
39109,10.78263744,-56.7571908,5.14
20502,6.05760007,19.69061033,5.14
41851,11.61688935,-61.28344643,5.14
27847,7.79176019,33.41576665,5.14
23850,6.84919114,67.57192306,5.14
56261,15.948189300000001,-33.96602225,5.14
29052,8.08458605,13.11837053,5.14
24755,7.06057587,10.95184577,5.14
2041,0.61290861,44.48850971,5.14
43785,12.20330922,77.61619242,5.14
4045,1.23999082,-7.9235004,5.14
27116,7.62131404,-4.1110225,5.14
72595,20.31085273,34.98278431,5.14
23780,6.83183806,-46.61547007,5.14
18022,5.43868804,-58.91259871,5.14
41400,11.47641866,-42.67421801,5.14
50857,14.32570817,-2.26534352,5.14
74413,20.77746325,16.12462394,5.15
44352,12.36871851,-67.52209279,5.15
73959,20.65689762,0.4864919,5.15
8237,2.53503775,36.14723132,5.15
40244,11.12132112,-42.63878147,5.15
41918,11.63538108,-61.82655484,5.15
52551,14.84479547,-15.99709226,5.15
53917,15.24388985,67.34767598,5.15
31601,8.72785444,-49.82281081,5.15
3886,1.18521479,31.42476555,5.15
59024,16.76385916,8.58257816,5.15
46820,13.13161191,-10.74038528,5.15
21487,6.29492571,-16.81591325,5.15
6585,2.0284451,-44.71339037,5.15
43312,12.06092076,-42.43378714,5.15
83112,23.19560967,8.72012785,5.15
27792,7.77757202,37.51736326,5.15
33183,9.13987031,66.87333335,5.15
52274,14.76671605,-25.44291557,5.15
32144,8.8657895,43.72649196,5.15
35341,9.71589957,72.25268512,5.15
73998,20.66748847,-18.1386063,5.15
71286,19.99866531,37.04288602,5.15
48995,13.78232259,-36.25190473,5.15
37126,10.22518961,-66.37283938,5.15
53981,15.26778656,-41.49114318,5.15
54694,15.47730179,1.84216258,5.15
28142,7.86287326,-13.89719057,5.16
10824,3.31047801,50.22223526,5.16
7726,2.37262059,55.84565637,5.16
81992,22.87326847,9.83555733,5.16
53353,15.08001369,-64.03137307,5.16
54544,15.42983476,15.42805438,5.16
55013,15.57403676,-9.18334968,5.16
76712,21.38155049,6.81111338,5.16
1228,0.35200719,37.96869954,5.16
65513,18.53925187,-39.70390941,5.16
77855,21.69248133,-14.0468604,5.16
9621,2.94373476,-3.71221461,5.16
19705,5.84811626,-52.1086873,5.16
38426,10.58600621,57.08254651,5.16
33248,9.15598164,22.04544728,5.16
22458,6.52306102,-12.39190922,5.16
49458,13.91172123,-1.50307142,5.16
29716,8.25443165,-62.91561677,5.16
63049,17.88833939,40.00783707,5.17
14411,4.39468898,-3.74533244,5.17
8990,2.74930761,12.44596709,5.17
42892,11.93360653,-17.15080863,5.17
32587,8.9812295,-47.23482313,5.17
85263,23.85592272,-18.90915459,5.17
75562,21.087287,-54.72695035,5.17
45432,12.68778427,-13.01392023,5.17
46273,12.95121681,-51.19871605,5.17
32630,8.99010582,-59.08439697,5.17
8588,2.63391336,72.81821481,5.17
43544,12.13058005,-75.36706513,5.17
68999,19.4160473,11.94285122,5.17
69081,19.43586774,36.31786478,5.17
28007,7.82810226,-17.228123,5.17
1685,0.50629756,-23.78771429,5.17
3738,1.13692251,54.92422766,5.17
67773,19.10553461,-52.34063012,5.17
76244,21.26052514,-20.65169052,5.17
2726,0.83547899,-10.64377045,5.17
86708,13.1667836929554,17.526962699562,5.17
44492,12.40514991,26.09861325,5.17
69775,19.61057074,44.69518822,5.17
5608,1.71548024,70.62255881,5.18
50414,14.20112597,69.43266873,5.18
18941,5.66227573,25.89714891,5.18
72383,20.25839923,23.50892242,5.18
70669,19.84277401,38.72216211,5.18
16121,4.9130296,11.42597336,5.18
30393,8.425372,-51.72745683,5.18
52845,14.92630767,-60.11389133,5.18
18378,5.53129495,-76.3416634,5.18
69934,19.65323339,5.39778241,5.18
17134,5.19487817,16.04565766,5.18
77957,21.71781267,72.32018258,5.18
19380,5.76663692,-32.30637997,5.18
85040,23.78777432,-50.22640416,5.18
26246,7.41116399,-16.20142374,5.18
41253,11.42876782,-63.97231572,5.18
66847,18.87766837,-52.10713766,5.18
31335,8.66600626,-53.05478181,5.18
30116,8.35584704,-36.48419365,5.18
1585,0.47044031,44.39448925,5.18
13430,4.11011055,27.60002519,5.18
40809,11.28815783,2.01090315,5.18
73461,20.52511079,74.95465942,5.18
24488,6.99738276,-67.91701197,5.18
1242,0.35866009,-28.98129509,5.18
38911,10.72586595,46.2040376,5.18
33538,9.23904198,61.42339501,5.18
47305,13.2796426,9.423693,5.19
41795,11.60072662,69.32325973,5.19
53459,15.11044954,-16.25676124,5.19
72294,20.23736696,28.69486353,5.19
31275,8.65142451,-70.38665235,5.19
83721,23.37752798,-15.03938012,5.19
74983,20.92685526,13.72156383,5.19
55720,15.77776517,62.59969448,5.19
32012,8.830972500000001,-32.78040797,5.19
22161,6.45382213,0.29926632,5.19
38099,10.49131408,-2.73904701,5.19
16873,5.1261142,-63.39957018,5.19
7734,2.37567248,-23.81631542,5.19
20538,6.07041764,-6.7089502,5.19
61384,17.43334144,-50.63353205,5.19
58166,16.51371485,-61.63348127,5.19
81196,22.64418183,63.5845212,5.19
28670,7.99376285,-60.58708857,5.19
76474,21.32283696,64.87184231,5.19
7844,2.40691499,50.00663318,5.19
24798,7.06744664,-42.33745341,5.2
44268,12.3426974,-22.21583387,5.2
25617,7.26528329,59.63809569,5.2
29359,8.15997862,-44.12277919,5.2
57699,16.37261707,33.79914473,5.2
13991,4.27864029,53.61180318,5.2
1672,0.50203771,29.75169567,5.2
83529,23.31847474,-13.45844256,5.2
46711,13.095684,35.79885169,5.2
21284,6.24748218,19.15688949,5.2
66529,18.79572209,-40.40612167,5.2
42128,11.69554232,-32.49932237,5.2
26460,7.46233179,21.44554856,5.2
22333,6.49126103,-56.85284448,5.2
67144,18.9504082,32.90162351,5.2
1940,0.58740026,-3.59275785,5.2
67850,19.12374874,32.50166027,5.2
23248,6.70675626,17.64551421,5.2
15015,4.56990048,-8.23135939,5.2
75661,21.11412083,38.74149446,5.2
31476,8.69914264,-45.4107261,5.2
65190,18.45347498,0.19612982,5.2
24674,7.04021795,24.21544652,5.2
75630,21.10685587,-32.34163849,5.2
31367,8.67200475,-40.2638933,5.2
19970,5.91606253,59.88841219,5.2
49675,13.97532724,-24.97217754,5.2
23221,6.69899062,-9.16742468,5.21
55922,15.83820259,2.19662489,5.21
47256,13.26627284,-19.94282246,5.21
3716,1.12995146,-41.48693516,5.21
4007,1.22883399,7.57548895,5.21
61217,17.38780026,-47.4681538,5.21
20207,5.98043916,0.55297359,5.21
22131,6.44691089,58.41741346,5.21
13456,4.11681038,29.00128762,5.21
80970,22.57819409,-20.70785949,5.21
21951,6.40287589,-11.53000982,5.21
48201,13.54946976,-10.16490767,5.21
41236,11.42486971,-36.06310533,5.21
8740,2.67766108,-54.54992422,5.21
2452,0.74567703,-22.00633247,5.22
26479,7.46724352,6.94207694,5.22
68863,19.38080138,26.2624297,5.22
6806,2.09210494,76.11511028,5.22
15199,4.62669628,-2.47339212,5.22
17738,5.36344588,41.80466344,5.22
28661,7.99122921,-39.29683773,5.22
13879,4.24339945,10.01143911,5.22
66662,18.83136802,32.55108873,5.22
27851,7.79208606,-46.60850937,5.22
32494,8.95414248,15.32271727,5.22
71407,20.02459214,64.82100457,5.22
41281,11.44317623,-61.1151713,5.22
52336,14.78369739,-52.38331777,5.22
77111,21.49080919,46.54033179,5.22
66649,18.8278076,-20.32474038,5.22
50872,14.33102882,-61.27275714,5.22
40552,11.21257516,-64.16978296,5.22
22487,6.53008012,11.5443434,5.22
45668,12.76031168,7.67331477,5.22
59119,16.79623089,5.24684013,5.22
84176,23.52144376,39.2364018,5.22
24637,7.03233138,-5.72208135,5.22
16786,5.10234992,58.97239085,5.22
9727,2.97835933,-2.78272383,5.22
23623,6.79432798,48.78946087,5.22
43229,12.035295300000001,43.04546506,5.22
71448,20.03371501,24.93787365,5.23
39079,10.77489193,-64.26326386,5.23
59501,16.90991987,-6.15392897,5.23
36277,9.98120556,-35.89093311,5.23
4404,1.35204276,28.73838983,5.23
52380,14.79577255,-26.0874799,5.23
46191,12.92459864,65.43854743,5.23
32382,8.92769133,27.92756265,5.23
23395,6.74124138,-31.07053787,5.23
32640,8.99241237,32.41864339,5.23
32786,9.0290481,-52.18871825,5.23
7180,2.21332884,21.21098318,5.23
26216,7.402353,40.67244066,5.23
33141,9.12911787,10.66821521,5.23
10129,3.10930225,-6.08854227,5.23
67962,19.14997707,6.07339716,5.23
39460,10.89152267,-20.13815014,5.23
59330,16.85936724,-41.23053288,5.23
29365,8.16198877,-47.9372165,5.23
57306,16.24473355,33.85882404,5.23
55498,15.71065342,-37.4248964,5.23
61931,17.58312521,61.8758315,5.23
5587,1.70831938,20.27015091,5.24
23551,6.77898306,43.57702483,5.24
26767,7.53498615,1.91448227,5.24
