StarID,RA,Dec,Mag
84573,23.63560531,43.2680761,4.29
80799,22.52508043,-32.34602798,4.29
58181,16.51899859,-16.61264015,4.29
79334,22.10727926,-13.86954013,4.29
17594,5.32625721,-13.17677698,4.29
11815,3.61458859,0.40283316,4.29
12466,3.80995081,-37.62012878,4.3
31571,8.72041287,3.39866539,4.3
12273,3.75346725,24.46737879,4.3
41843,11.61581384,-0.82385424,4.3
44948,12.53457909,-16.19586556,4.3
14518,4.42481039,17.92798917,4.3
39582,10.92690222,24.74975451,4.3
3203,0.97676274,-29.35746436,4.3
50894,14.33876465,-56.38647906,4.3
72518,20.29412669,-12.50821403,4.3
8030,2.46931052,8.4600887,4.3
20284,5.99891705,45.93675346,4.3
42547,11.82808001,-63.78848906,4.3
31389,8.67695421,-59.76101468,4.31
51245,14.44881687,-83.66785308,4.31
54465,15.408204500000002,37.37696091,4.31
56867,16.1234167,-20.8686541,4.31
73886,20.63896486,-1.10507951,4.31
15353,4.67402609,-19.67125686,4.32
43283,12.05047198,-63.31294495,4.32
46932,13.166541500000001,17.52911621,4.32
11798,3.60815558,48.19270068,4.32
49277,13.86378478,-32.99401625,4.32
18398,5.53687534,18.59424525,4.32
21320,6.25631571,29.49871224,4.32
61071,17.34712098,-12.846882,4.32
52603,14.86064536,-43.57529383,4.32
34655,9.52867787,22.96806545,4.32
31787,8.77292429,-13.54770494,4.32
60718,17.25591313,-26.60004896,4.33
86575,11.303511919811301,31.536852159989902,4.33
46057,12.88527127,-48.94325313,4.33
26490,7.46939707,8.92550376,4.33
64726,18.33103366,36.06444696,4.33
64005,18.14299745,-63.66804844,4.33
51208,14.43633376,-45.37926095,4.33
61417,17.441910999999998,4.14034239,4.34
80687,22.49217298,47.70689488,4.34
22493,6.53093562,-23.41843727,4.34
66484,18.78367287,18.18122968,4.34
2138,0.64263868,29.312369,4.34
66340,18.7462044,37.60505025,4.34
55224,15.63425619,-42.56748493,4.34
2050,0.61467749,33.71935227,4.34
33666,9.27002845,-57.54143764,4.34
34973,9.61379361,-49.3551286,4.34
30075,8.34413553,-77.4845764,4.34
19299,5.74622751,-65.7355408,4.34
78046,21.74185847,17.35004352,4.34
49845,14.02874776,-45.60336989,4.34
3884,1.18498074,55.14994765,4.34
68440,19.27280428,38.13372778,4.35
54088,15.29717913,-30.14866233,4.35
10413,3.19379712,19.72669777,4.35
31914,8.8072169,5.83788486,4.35
78068,21.74910772,-33.02555306,4.35
61768,17.53691588,86.58632924,4.35
29224,8.13217799,-68.61713647,4.35
24305,6.9546107,58.42305973,4.35
15899,4.84353396,8.90025258,4.35
44648,12.44897988,28.26861975,4.35
64934,18.38711682,-61.49390506,4.35
22715,6.58294093,-52.97563454,4.35
2395,0.72256778,-57.46309763,4.36
17227,5.22052361,-12.94128833,4.36
7194,2.21666971,8.8467523,4.36
11451,3.50957839,47.99517199,4.36
13335,4.07823829,22.0820679,4.36
24225,6.93561842,-17.05424675,4.36
29279,8.14323824,-2.98377649,4.36
16032,4.88157788,-5.45275591,4.36
50073,14.10077389,-41.17958035,4.36
69783,19.61202126,-1.28655047,4.36
20137,5.95894774,-35.28330688,4.36
1754,0.52571132,-62.95808549,4.36
115,0.03266433,-6.01397169,4.37
21412,6.27587093,-35.14073157,4.37
64020,18.14597017,20.81457203,4.37
39831,11.00256828,-42.22586959,4.37
25828,7.31180218,-24.95438447,4.37
71274,19.99560397,-35.27624433,4.37
83889,23.43411593,-20.64186122,4.38
84297,23.5494967,-37.81835895,4.38
71925,20.14814344,77.71136178,4.38
46929,13.16583667,-5.53892987,4.38
6151,1.89411658,-46.30244631,4.39
18583,5.58034384,9.48958528,4.39
70069,19.68414825,17.47612356,4.39
19922,5.9064122,20.27641498,4.39
70007,19.66827292,18.01393839,4.39
12528,3.82535706,65.52600645,4.39
53246,15.04835277,2.09127129,4.39
59460,16.90013982,10.16544339,4.39
61083,17.35005841,-21.11243499,4.39
36806,10.13175523,9.99766389,4.39
28854,8.0377648,2.33431429,4.39
76509,21.33107883,-53.44926434,4.39
21919,6.39613824,4.59283881,4.39
3113,0.95345215,23.41775997,4.4
29312,8.15045651,-19.24500094,4.4
27891,7.80143747,-25.93718054,4.4
67142,18.94917796,-67.23353511,4.4
78813,21.96528638,-54.9925666,4.4
23776,6.83092114,-53.62249221,4.41
83510,23.31372966,-32.53183574,4.41
51039,14.38396035,-39.51176599,4.41
25267,7.18566433,30.24528065,4.41
83459,23.29838989,-9.1824899,4.41
63381,17.97504159,30.18926892,4.41
61675,17.512304999999998,26.1106045,4.41
76376,21.29862997,34.8968812,4.41
82908,23.13162169,75.3875815,4.41
25443,7.22561969,-44.64052957,4.42
25490,7.23756011,-26.35251617,4.42
80345,22.39267678,52.22949951,4.42
55707,15.77409608,7.35323973,4.42
83867,23.4229615,23.40401243,4.42
52526,14.83818519,-27.96021925,4.42
29643,8.23413531,-40.34773028,4.42
20788,6.12620051,14.76852318,4.42
22933,6.6315072,-18.23745713,4.42
39951,11.0388281,20.17974575,4.42
63582,18.02921931,1.30510936,4.42
16282,4.95478345,53.75208289,4.43
68265,19.22930243,39.14596968,4.43
74224,20.72431825,15.07468224,4.43
13916,4.25489948,-7.64455846,4.43
72955,20.39766555,32.19018607,4.43
74479,20.79562164,-5.02760303,4.43
71483,20.04429424,-27.70987972,4.43
12320,3.76902844,-12.1017353,4.43
866,0.24400908,-18.93268628,4.44
29933,8.30927588,-36.65953286,4.44
2640,0.81135982,7.58520186,4.44
13973,4.27474542,-59.30174841,4.44
26876,7.5675572,-22.29618077,4.44
69252,19.4784475,24.66516482,4.44
51572,14.54363429,-50.45712132,4.44
21626,6.32705299,59.01090518,4.44
15356,4.67606197,-41.86357034,4.44
29461,8.18930562,-39.61855304,4.44
38451,10.59314294,-57.55763551,4.45
40772,11.27771224,-3.65151412,4.45
58241,16.53560738,-21.46647783,4.45
69592,19.56811881,7.37931918,4.45
68391,19.25924825,73.35521457,4.45
39027,10.76309326,-80.54020283,4.45
9206,2.8181554,-32.40628403,4.45
5510,1.69052987,5.48760445,4.45
21106,6.198999099999999,14.20881425,4.45
32674,9.00151114,-41.25373789,4.45
31255,8.64595799,3.34147477,4.45
17171,5.20496871,-11.86914287,4.45
82003,22.87543275,-32.87545019,4.46
17230,5.22152211,2.86125346,4.46
33216,9.1478849,51.60472728,4.46
12796,3.90485739,-2.95473348,4.46
40484,11.19430174,-22.82560642,4.46
8088,2.48444116,67.40238385,4.46
43556,12.13479341,-50.66125439,4.46
57970,16.45306883,-47.5547359,4.46
34177,9.41091093,26.18244091,4.47
79313,22.10191767,-39.54304903,4.47
22566,6.5483971,7.33297921,4.47
16343,4.97580635,1.71403506,4.47
10919,3.33899063,29.04849835,4.47
22214,6.46950484,-32.58012947,4.47
32982,9.08578619,-72.60269387,4.47
34847,9.58041525,52.05156754,4.47
52943,14.95307133,-4.34608634,4.47
28577,7.97067886,-49.24492865,4.47
51672,14.57796958,29.74480735,4.47
42632,11.852431,-45.1734495,4.47
76169,21.24133058,10.00771855,4.47
8999,2.75166151,-18.57265077,4.47
2451,0.74541725,48.28438262,4.48
82828,23.11133535,-23.7431168,4.48
82668,23.06461292,3.82006998,4.48
57806,16.40172146,-20.03721137,4.48
13121,4.01494584,-62.15936923,4.48
14575,4.43907547,15.6183462,4.48
23633,6.79768245,2.41218914,4.48
36808,10.13230432,-0.37162786,4.48
54405,15.38962715,-59.32069839,4.48
51980,14.67876693,16.4183013,4.49
85756,23.99858613,-65.57707774,4.49
25374,7.20937248,-46.75956448,4.49
78017,21.73566791,28.74322228,4.49
23361,6.73313723,13.22814319,4.49
75678,21.11880151,-25.00574796,4.49
36772,10.12381254,35.24469176,4.49
69761,19.60737289,50.22046347,4.49
84803,23.71202357,-14.54474243,4.49
84769,23.70080049,1.7804172,4.49
28189,7.87740369,-38.86282206,4.49
6601,2.03265271,70.90704605,4.49
14975,4.55850819,-29.76583186,4.49
75865,21.15988689,-11.37165474,4.5
79787,22.23130596,39.71488928,4.5
18902,5.65309608,4.12146667,4.5
49019,13.78778795,17.45677436,4.5
72400,20.2628215,27.8142285,4.5
81305,22.67521732,44.27628068,4.5
79448,22.13970922,-32.98839827,4.5
37574,10.34855972,-56.04322401,4.5
42482,11.7997851,20.21894121,4.5
19633,5.83043799,-56.1664886,4.5
77069,21.47869889,-21.80716659,4.5
31818,8.77848866,-56.76979718,4.5
34472,9.48742707,-35.9513478,4.51
85432,23.90639925,57.49939052,4.51
1072,0.3054737,36.7853273,4.51
80559,22.4555203,-64.96637927,4.51
71494,20.04695756,67.87344872,4.51
74266,20.73394074,-51.92084051,4.51
55443,15.69252564,19.67050566,4.51
3909,1.19432964,30.08972962,4.51
35135,9.6558447,-61.32810523,4.51
77585,21.61800632,-19.46601352,4.51
19597,5.81957208,39.18113322,4.51
53329,15.07412697,26.94765981,4.52
50832,14.31850051,-13.37116634,4.52
77145,21.49913323,23.63882922,4.52
80747,22.50812822,43.12338985,4.52
64189,18.18716006,-45.95432704,4.52
68802,19.36211722,-15.95500233,4.52
47716,13.40012315,-64.53561699,4.52
9141,2.79845596,29.24742385,4.52
47639,13.37721659,-60.98835608,4.52
74337,20.75588795,57.58029799,4.52
27123,7.622811099999999,-34.96857044,4.53
20292,6.00092927,-3.07407681,4.53
50491,14.224708300000001,51.78999066,4.53
1755,0.525932,-62.96544985,4.53
74455,20.79014637,36.49073658,4.53
62675,17.79267418,-27.83076255,4.53
83145,23.20914525,49.40597489,4.53
2704,0.83023048,41.07895474,4.53
61427,17.44387084,-5.08649188,4.53
34826,9.57471329,69.83015419,4.54
71080,19.94911802,-27.1698625,4.54
54394,15.38593424,-36.85843627,4.54
34676,9.53303743,-1.18465438,4.54
82843,23.11673773,9.40952259,4.54
84071,23.48590563,12.76049243,4.54
17509,5.30293003,33.37200411,4.54
34806,9.57038249,36.39761338,4.54
22722,6.584272200000001,-22.96483318,4.54
52586,14.85646783,19.10063329,4.54
53777,15.20369782,-19.79163143,4.54
222,0.06232565,-17.33597002,4.55
26597,7.49660613,12.00661101,4.55
57626,16.34393983,-24.16928427,4.55
11417,3.49854055,58.87875244,4.55
77875,21.69863224,71.31118695,4.55
80219,22.35042452,46.53656484,4.55
24498,7.00106888,76.97744152,4.55
63982,18.13471194,-28.45701627,4.55
35897,9.86843337,54.06428574,4.55
80396,22.40860992,49.47640074,4.55
55099,15.59812916,-44.95833688,4.55
16683,5.07341993,-35.48287057,4.55
51206,14.43562084,-45.22138996,4.56
75644,21.11002448,47.64840597,4.56
74766,20.86881265,27.09712771,4.56
9339,2.85856414,35.05989415,4.56
13027,3.97909374,-61.40015059,4.56
40678,11.25340086,23.09552528,4.56
61968,17.59433647,-46.50559076,4.56
33057,9.10883001,38.45225024,4.56
19857,5.88878987,27.61228536,4.56
57888,16.42359154,14.03341514,4.57
57897,16.42642254,-23.44711764,4.57
11826,3.61824392,-40.27451075,4.57
70870,19.89102245,24.07952568,4.57
66985,18.91246698,22.64507357,4.57
62344,17.69897418,72.14949916,4.57
67912,19.13914805,-40.4966376,4.57
57163,16.20505881,-27.92631564,4.58
49256,13.85720488,64.72328281,4.58
18631,5.58976712,-4.83834045,4.58
83617,23.34395088,23.7403592,4.58
47053,13.20489702,-59.92053651,4.58
38910,10.72564102,-60.56662705,4.58
62108,17.63075549,-8.11872126,4.58
35876,9.86130232,-46.54764424,4.58
34468,9.48578854,-2.76895627,4.59
56090,15.89353566,-25.32708018,4.59
18056,5.4472856,3.09567718,4.59
31356,8.67024961,64.32787175,4.59
85137,23.81541108,-28.1300148,4.59
12583,3.83929883,71.33236777,4.59
37488,10.32687922,-55.02931452,4.59
12145,3.71392279,-37.31334485,4.59
40541,11.21000563,-60.3176307,4.59
2285,0.68877111,-46.08500934,4.59
66306,18.73965995,39.61259557,4.59
69780,19.61177473,-24.88356664,4.59
55880,15.82658278,26.06854936,4.59
14075,4.30404874,50.29563944,4.6
54526,15.42229234,-38.7335881,4.6
52223,14.754026999999999,16.96440296,4.6
39639,10.94527675,-37.1374629,4.6
56039,15.87783178,42.44998796,4.6
36627,10.08541457,-13.06467435,4.6
68731,19.34446443,65.7144303,4.6
1002,0.28487101,38.68167915,4.61
26388,7.44523915,49.21164489,4.61
73620,20.56505228,35.25086482,4.61
28687,7.99779309,-18.39914242,4.61
6148,1.89259348,3.18747844,4.61
327,0.08892938,-5.70783255,4.61
10397,3.18816707,39.61157075,4.61
55002,15.56958881,-10.06395962,4.61
65585,18.558377800000002,-42.31245871,4.62
63498,18.00803345,-3.69016112,4.62
67085,18.93698898,4.20352956,4.62
33161,9.13412701,-25.85853691,4.62
46148,12.91089445,-59.14666538,4.62
40110,11.08367497,7.33612254,4.62
40198,11.10902064,-62.42413654,4.62
58003,16.46339637,-8.37170055,4.62
41724,11.57936442,-54.26413167,4.62
45703,12.77298597,-56.48877967,4.62
16614,5.05158446,21.5900617,4.62
13077,3.99874336,-24.01625677,4.62
3081,0.94444736,59.18116582,4.62
18382,5.53218341,-7.30152625,4.62
31602,8.72788341,-7.23372781,4.63
9759,2.98687051,21.34044477,4.63
56644,16.05895029,-57.77487351,4.63
33627,9.26251929,-37.41312644,4.63
52968,14.95975531,65.93238126,4.63
65447,18.52289626,-62.27819116,4.63
48649,13.67897014,54.68166149,4.63
55956,15.84965378,-25.75123489,4.63
85622,23.96265266,25.14147936,4.63
66744,18.85333516,59.38828895,4.63
27567,7.72566545,-28.41095714,4.63
28219,7.8843451,-49.61307949,4.63
45355,12.6646004,-39.98724188,4.63
60865,17.29452385,37.29134328,4.64
81121,22.62290716,51.54537399,4.64
48988,13.77760234,-51.43269771,4.64
55424,15.68653215,-44.66055926,4.64
63926,18.12176509,8.73379361,4.64
20517,6.06532876,20.13845865,4.64
12768,3.89518971,-24.61221253,4.64
73698,20.58847449,14.67418482,4.64
55317,15.65630105,36.63582763,4.64
59233,16.83054809,-10.78280069,4.64
69106,19.44196935,0.33857566,4.64
16131,4.91491781,10.15114511,4.64
82686,23.06967548,50.05168397,4.64
37964,10.45679951,-57.63881373,4.65
25793,7.30511135,-36.7339666,4.65
26980,7.58970478,-28.36927798,4.65
86456,9.511937707891901,-40.4665764206189,4.65
8908,2.72419735,27.70717078,4.65
56627,16.05357227,-49.22972074,4.65
43177,12.01455285,6.61439464,4.65
26670,7.51183613,-30.96228313,4.65
14995,4.56412643,14.84448749,4.65
19906,5.90163891,-63.09102096,4.65
16691,5.07614954,15.40418059,4.65
64961,18.3943205,-8.93451038,4.66
64621,18.30088554,-27.04263452,4.66
71376,20.01833614,27.75356392,4.66
63774,18.08367292,-29.5800762,4.66
24193,6.92705526,-20.13659348,4.66
25663,7.27638928,-27.88127313,4.66
39492,10.89964055,43.19001538,4.66
31577,8.72144808,21.46859609,4.66
45327,12.65411457,-7.99550439,4.66
3898,1.19088726,21.03467568,4.66
5926,1.82644197,-10.68618074,4.66
55341,15.66277079,-34.41189273,4.66
23147,6.6829614,9.89576021,4.66
45495,12.70987809,-48.81303493,4.66
33001,9.09399501,-70.53852074,4.66
15295,4.65456995,15.9180242,4.67
69496,19.53905179,69.66540172,4.67
75305,21.02151713,-32.25776681,4.67
33347,9.18192532,63.51378087,4.67
29523,8.20353023,17.64813756,4.67
63468,18.00095018,16.75094481,4.67
4011,1.22914867,24.58376482,4.67
20678,6.10259278,-14.93528629,4.67
11392,3.48945286,49.50901919,4.67
65305,18.48662553,-14.56580499,4.67
66302,18.73898258,39.66997686,4.67
13887,4.24814171,40.48372394,4.67
5098,1.56553499,59.23209665,4.68
69948,19.65627897,30.1532335,4.68
35077,9.6409403,4.64941422,4.68
48293,13.5742704,49.01590606,4.68
36347,10.00356231,8.04427686,4.68
32422,8.93868834,-52.72351071,4.68
48136,13.53276278,-6.25571065,4.68
9730,2.97934735,39.66282739,4.68
57598,16.33912085,-78.69565609,4.68
77629,21.62917834,-7.85414212,4.68
6213,1.91555967,-67.64748114,4.68
81497,22.72645904,-18.83030716,4.68
38638,10.64533684,31.97622008,4.68
6749,2.07484168,-29.29683966,4.68
84413,23.58459182,-42.61510105,4.69
17568,5.31891066,40.10066732,4.69
38642,10.6458368,-59.18299905,4.69
45669,12.76053228,-60.98116057,4.69
27183,7.63834649,-25.36478805,4.69
14587,4.44343799,14.71385764,4.69
27904,7.80562435,-47.07753199,4.69
77893,21.70157213,51.1896271,4.69
28776,8.0203601,-1.39242418,4.69
79138,22.05484433,-56.77980602,4.69
75906,21.17235307,10.13194861,4.7
41835,11.61137458,-9.80225368,4.7
59458,16.89992424,-42.36201968,4.7
66153,18.7045617,-9.05255357,4.7
17645,5.34080881,-21.23973932,4.7
42037,11.67022789,-34.7446553,4.7
84307,23.55461808,-20.91452506,4.7
82112,22.90677342,84.34611856,4.7
71007,19.93061806,-26.29968718,4.7
16009,4.87554547,14.25077828,4.71
83015,23.16524358,-22.45759248,4.71
34086,9.38676009,-28.83392305,4.71
70909,19.90411715,8.46165027,4.71
46738,13.10464732,-48.46325358,4.71
18245,5.49555043,-1.09217557,4.71
33982,9.35822189,-25.96541642,4.71
49629,13.96081578,-63.68661603,4.71
42289,11.74604415,-18.35061467,4.71
18429,5.54546505,32.1920314,4.71
11393,3.48949623,-62.93843436,4.71
9788,2.99524897,8.90740111,4.71
16758,5.09185843,-57.47298928,4.71
76377,21.29895737,-32.17248551,4.71
38325,10.55388811,40.42554046,4.72
34357,9.4550826,-22.3434176,4.72
43351,12.07201048,-63.16571094,4.72
20978,6.17164253,-54.96866057,4.72
77931,21.71094923,-18.86630105,4.72
17736,5.36270768,-0.38246922,4.72
56595,16.0466253,46.03685378,4.72
19716,5.85066951,37.30568175,4.72
38155,10.50557641,-71.99271995,4.72
47341,13.2923992,40.57256275,4.72
29454,8.18786703,-12.92701835,4.72
44275,12.34530365,17.79265307,4.72
4671,1.4321956,68.12994739,4.72
60797,17.27686266,-0.44514192,4.72
37859,10.43190753,33.79626364,4.72
56813,16.10817322,-45.17327517,4.73
29464,8.19052689,-42.98728888,4.73
74803,20.87755716,-8.98323782,4.73
56957,16.14953571,36.49010935,4.73
39922,11.03046358,-2.48449705,4.73
7916,2.42705582,50.27866588,4.73
24112,6.91072051,13.17801628,4.73
63457,17.99654353,-23.81601126,4.74
67554,19.05189794,-42.09499443,4.74
11456,3.51029163,-5.07516332,4.74
32821,9.04242386,67.62957486,4.74
31437,8.68698335,-47.31714129,4.74
8236,2.53479923,-15.2443199,4.74
1768,0.52953275,54.52232473,4.74
75231,20.99709729,47.52094507,4.74
47397,13.30693666,-18.30861062,4.74
50287,14.16526573,-53.43872584,4.74
84553,23.63081536,-45.49232134,4.74
69458,19.52953362,34.45297707,4.74
10901,3.33312687,65.65232717,4.74
55971,15.85442865,20.97787548,4.74
79140,22.05523045,-2.15533588,4.74
8691,2.66331092,-42.89163328,4.74
29309,8.15023843,-61.3017058,4.74
4313,1.3244383,27.26408682,4.74
42490,11.80402484,-66.81487085,4.75
50657,14.26946375,51.36701398,4.75
49350,13.88681897,-31.92758624,4.75
25520,7.24392901,-48.27192832,4.75
55463,15.69911629,-19.67857446,4.75
83500,23.3103908,68.11141807,4.75
55504,15.7113992,-34.71033325,4.75
73716,20.59299116,-60.58129819,4.75
35238,9.68806276,-23.59152139,4.76
19800,5.87401187,1.8551579,4.76
61138,17.36653743,-67.7706496,4.76
40896,11.31887317,38.18572227,4.76
51014,14.37697832,-58.45915834,4.76
1743,0.52357113,-48.80356171,4.76
49275,13.86319154,34.44431774,4.76
9311,2.85065164,-21.0039789,4.76
47884,13.45756613,-15.97363075,4.76
77640,21.63200744,62.08194667,4.76
82853,23.11853866,25.46833959,4.76
68433,19.27028877,21.39044277,4.76
44474,12.40041175,51.56222925,4.76
9282,2.84126023,-75.06688108,4.76
62254,17.67325897,-49.41515481,4.76
46370,12.98207385,17.40936063,4.76
38830,10.70392889,-64.4664538,4.76
21572,6.3141055,69.3200343,4.76
28533,7.96114215,-30.33458703,4.76
46135,12.9058817,-9.53894647,4.77
41485,11.50524494,-3.00345887,4.77
81713,22.79137428,83.15371558,4.77
73289,20.48100657,-17.81366828,4.77
72533,20.29644567,38.0329471,4.77
63656,18.05136409,-8.18025785,4.77
10081,3.09234047,56.7055481,4.77
62048,17.61585831,68.75718933,4.77
65526,18.54292285,57.04561627,4.77
2423,0.73650151,-10.60927365,4.77
33859,9.32955521,-11.97488214,4.77
72745,20.34439076,-12.75904403,4.77
18881,5.64808105,-7.21270844,4.77
71544,20.05928093,-37.94049103,4.77
23597,6.78884564,8.03728277,4.77
50911,14.34515304,-45.1868814,4.78
6948,2.1414294,37.85918337,4.78
29602,8.22486734,-35.89954225,4.78
80231,22.35536877,28.33051592,4.78
2890,0.88346958,-1.1442206,4.78
44375,12.37508865,25.84618178,4.78
29269,8.14097319,51.50667575,4.78
16416,4.99880918,-12.5372045,4.78
47346,13.29341302,5.46984502,4.78
37495,10.32897506,19.47143591,4.78
66378,18.75746005,-64.87089771,4.78
12316,3.76731462,63.34506772,4.78
62849,17.83641944,-40.09042823,4.78
35415,9.73670284,-27.76956287,4.78
18602,5.584078099999999,-6.00202867,4.78
51042,14.38497437,-27.75373395,4.78
80585,22.46429917,4.6964107,4.78
61719,17.52359746,-23.96258036,4.78
14812,4.50932474,16.19407556,4.78
91,0.02662528,-77.06529438,4.78
47215,13.25416605,-67.8945633,4.79
79525,22.16343527,72.34119936,4.79
62792,17.81957591,-31.70318435,4.79
33944,9.34911953,-62.40463293,4.79
30189,8.37547184,-48.49039742,4.79
58127,16.50346608,-25.11515935,4.79
863,0.24336336,20.2066972,4.79
72359,20.25441415,25.59196924,4.79
55966,15.85387148,35.65822638,4.79
63482,18.00438821,4.36864674,4.79
16016,4.877222,36.70319636,4.79
79903,22.26024577,-41.34675029,4.79
6373,1.96549317,23.5960961,4.79
14302,4.35920796,46.4989629,4.8
33664,9.26979967,54.02171207,4.8
80445,22.42128123,1.37739245,4.8
72219,20.22167833,46.81567038,4.8
2894,0.88452203,61.12355735,4.8
86576,11.303511919811301,31.536852159989902,4.8
76562,21.34599543,-40.80950852,4.8
52138,14.72371441,26.52789077,4.8
57488,16.30497801,-28.61377598,4.8
14438,4.4015816,17.44421161,4.8
53213,15.03514226,25.00825646,4.8
2325,0.70107895,50.51254151,4.8
50234,14.1475025,77.54743312,4.8
45098,12.58086605,22.62918961,4.8
33905,9.341396099999999,-9.55562948,4.8
16511,5.0239847,-7.17397802,4.8
33317,9.17320171,67.13423886,4.8
38933,10.73526031,-63.9611007,4.8
23031,6.6555075,42.48901214,4.8
10674,3.26389633,-8.8198405,4.8
50767,14.29994891,35.50947085,4.8
46782,13.11964107,27.62490672,4.8
74838,20.88742924,44.38726652,4.8
81378,22.69594714,29.3076892,4.8
60837,17.28876958,33.10011419,4.8
20167,5.96657158,25.95391597,4.81
16998,5.16165538,15.59727157,4.81
17259,5.22928523,-67.18534976,4.81
73903,20.64202565,21.20117964,4.81
17462,5.29139537,-34.89438961,4.81
51326,14.4700612,-2.22795009,4.81
65072,18.42250987,-20.54160918,4.81
41185,11.41016816,-10.85938276,4.81
34865,9.58440346,39.62144313,4.81
74556,20.81563705,46.11414081,4.81
28722,8.005547,-63.56750271,4.81
59889,17.01767375,-4.22245426,4.82
24023,6.89247515,-20.22426366,4.82
84750,23.69605484,-17.81653327,4.82
66957,18.90660174,71.29708956,4.82
83450,23.29572675,49.01528336,4.82
48453,13.62436025,36.29484073,4.82
80243,22.35863091,12.20517262,4.82
6333,1.9527758000000002,-47.38529869,4.82
38172,10.51049009,55.98061759,4.82
50313,14.17331901,25.09182293,4.82
17239,5.22381432,38.48467394,4.82
56569,16.03824696,22.80439543,4.82
80758,22.51078194,-10.67788619,4.82
26858,7.563324400000001,-14.52390109,4.82
37660,10.37211278,-41.65010791,4.82
23028,6.65464344,-14.14574673,4.82
59200,16.82061092,45.9834478,4.82
75515,21.073423499999997,-19.85493122,4.82
57688,16.3679,1.02892219,4.82
44624,12.44216338,-51.4506115,4.82
65113,18.43305219,65.56354628,4.82
53297,15.06324494,47.65401409,4.83
58057,16.47736803,41.88169065,4.83
30118,8.35639843,-33.05437199,4.83
60129,17.08037529,-34.12292247,4.83
2993,0.91672028,58.97279657,4.83
46605,13.05926331,-49.52723627,4.83
66425,18.7679078,26.66207055,4.83
67150,18.95100947,-5.84621426,4.83
31511,8.70705844,-53.11404062,4.83
53816,15.21377909,-44.50035965,4.83
25119,7.14752121,-39.65567374,4.83
8671,2.65936992,-11.87158159,4.83
4758,1.46085698,45.40695287,4.83
67262,18.97874276,-37.10708855,4.83
9020,2.75903683,-67.616724,4.83
25668,7.27689913,-23.31560155,4.83
86902,16.0728309493662,-11.3741501261325,4.84
42319,11.75472355,8.25817475,4.84
7206,2.22037244,44.23168903,4.84
27282,7.65759832,-38.3080602,4.84
58986,16.75494158,56.78168723,4.84
82818,23.11022495,59.41976474,4.84
58712,16.68197761,64.58908555,4.84
50868,14.32925578,16.30680118,4.84
13832,4.23233081,9.26389844,4.84
58263,16.54344396,11.48823391,4.84
81609,22.76051446,-53.50016316,4.84
10860,3.32264969,3.36997055,4.84
71234,19.98254898,-26.19582739,4.84
39854,11.00934429,3.61753351,4.84
31041,8.58879117,-58.0092947,4.84
81491,22.7249913,-41.41411843,4.84
4892,1.50303973,6.14393314,4.84
7415,2.28400489,34.22482985,4.84
19054,5.68825428,16.53418318,4.84
26602,7.49761504,-23.02429924,4.85
10429,3.19895514,74.39386878,4.85
36860,10.14895935,-51.81126187,4.85
64794,18.34779503,3.37714467,4.85
10836,3.31217331,34.2226737,4.85
47040,13.20096299,-37.80313606,4.85
67242,18.97437645,-52.93860748,4.85
63262,17.94650712,-44.34219871,4.85
54076,15.294135500000001,-63.61048662,4.85
66941,18.90282646,-22.7448202,4.86
73832,20.62645548,-61.52974415,4.86
31316,8.66180298,-29.56086189,4.86
58600,16.64580222,48.92827739,4.86
58342,16.56806118,-44.04530868,4.86
66301,18.73871097,-35.64192109,4.86
47324,13.28695416,-66.78342263,4.86
51054,14.38965001,8.44664037,4.86
62435,17.72384859,-21.68308566,4.86
38421,10.58488566,75.71298403,4.86
52023,14.69409903,8.16175611,4.86
79278,22.09463666,5.05828453,4.86
1575,0.46547573,-33.0070446,4.86
61773,17.53774416,55.17280674,4.86
68388,19.25899921,-25.25660677,4.86
23517,6.77059796,59.44169108,4.86
57689,16.36830281,30.89173424,4.86
10808,3.30613767,-22.51114978,4.86
8460,2.59791361,5.59330163,4.87
77459,21.57957705,38.53382684,4.87
32376,8.92542099,-27.68162589,4.87
39104,10.78090115,-64.38349702,4.87
38552,10.62049965,-27.41268661,4.87
36005,9.90345515,-25.93248205,4.87
13860,4.23991476,-10.2558889,4.87
25424,7.22038085,-45.18252474,4.87
31463,8.69537054,-15.94314865,4.87
70411,19.77272756,-19.76089482,4.87
10613,3.24836521,21.04462873,4.87
4469,1.37233139,45.5287566,4.87
46441,13.00457929,30.78503676,4.88
19843,5.88524565,-33.8014395,4.88
85032,23.78427407,58.65185164,4.88
85697,23.98348048,55.75494069,4.88
18099,5.460578900000001,21.93698219,4.88
43100,11.99380313,-78.22181833,4.88
69682,19.58694271,-48.09911061,4.88
25826,7.31121689,-24.55870761,4.88
19583,5.81693318,24.56755473,4.88
68530,19.29391266,-18.95288215,4.88
85675,23.97789182,-3.55580738,4.88
59599,16.93371098,65.13467204,4.88
63338,17.96327959,-41.71625842,4.88
7935,2.4325034,-12.290452,4.88
45462,12.69805765,10.23584294,4.88
66246,18.725344500000002,-8.27524299,4.88
19619,5.82581763,12.65136584,4.89
38573,10.62590207,-13.38445095,4.89
84120,23.50053318,58.54890978,4.89
17918,5.4124517999999995,1.84644611,4.89
42401,11.77562416,-40.50133452,4.89
38220,10.522843,-53.7159928,4.89
