SSP_ID_1,SSP_ID_2,K_Vec
957,2272,27003
1038,1849,27004
660,4315,27006
331,2337,27006
2642,3156,27010
4835,4995,27010
730,1382,27010
475,1512,27011
497,4485,27013
293,4154,27013
1628,3738,27015
215,4192,27015
1300,1535,27016
2150,3366,27017
2731,3899,27019
1229,1753,27020
1227,1954,27020
270,1676,27020
2633,3224,27021
2322,2516,27024
766,1516,27025
577,3611,27025
795,2582,27026
2274,3209,27028
2718,3900,27029
1944,3332,27030
3181,4662,27030
2968,4154,27031
3957,4013,27032
2327,3833,27032
752,3663,27033
1576,4533,27035
2298,3857,27037
900,1985,27039
195,4140,27039
2111,4108,27040
2046,2460,27040
4054,4285,27040
2710,3343,27040
1860,3019,27042
2717,4702,27042
1301,1726,27044
128,351,27045
1903,4538,27045
2854,4825,27045
453,2034,27047
2054,3407,27047
1464,3428,27047
2190,3859,27047
2222,2259,27048
2780,4302,27049
1062,4155,27052
2029,3134,27053
1418,4712,27054
1307,2385,27056
869,4024,27056
1661,3481,27058
748,4788,27060
1568,3074,27063
1524,4541,27066
546,1692,27067
979,4184,27069
935,2452,27070
2081,3188,27072
2027,4764,27072
4343,5022,27072
616,2666,27075
2545,4174,27077
3149,4152,27077
3268,3662,27080
1418,4807,27080
980,3788,27081
75,3965,27081
62,3869,27083
1667,3990,27083
1207,3046,27085
573,2945,27087
3013,3706,27089
1208,1840,27090
3167,4525,27092
2126,3414,27093
1256,3631,27094
126,3046,27094
762,4325,27096
2886,3873,27097
4155,5056,27097
3129,3213,27097
3046,3348,27098
1825,2394,27098
2452,2702,27101
2668,3640,27101
1794,2537,27102
941,3037,27103
1639,1774,27105
4181,4361,27105
438,4111,27106
2857,4944,27109
3833,4113,27111
694,4519,27112
604,3537,27112
492,1617,27113
533,2611,27113
2176,4040,27113
1822,4432,27113
463,1903,27115
4070,4761,27117
2711,4425,27118
1013,1250,27120
461,4181,27123
1466,4432,27125
1728,4170,27126
3556,4325,27126
2125,2426,27128
60,63,27129
3357,3625,27129
362,549,27131
3185,4620,27131
406,2785,27132
3068,5054,27134
3805,4384,27136
138,4869,27139
968,3443,27139
1019,4438,27141
112,3359,27141
3307,4706,27142
1143,4397,27144
649,2669,27144
4742,4845,27144
1751,2003,27145
150,4348,27145
53,1725,27146
1560,4354,27148
1829,4999,27149
3331,3780,27150
4637,4838,27150
758,1993,27151
1616,3855,27152
2605,4309,27153
2279,3684,27157
352,2081,27159
1602,4878,27159
1077,3851,27161
3622,4018,27161
174,3145,27161
878,4875,27164
2655,2810,27164
1308,3022,27165
745,4437,27167
2321,3762,27168
1425,4999,27168
627,938,27169
1188,4407,27171
1190,2100,27175
499,1866,27175
1116,1128,27176
709,3626,27177
469,2090,27177
592,2508,27178
486,4759,27179
1628,3562,27180
3313,4550,27182
2525,3885,27182
2450,2493,27182
60,1342,27182
864,2226,27185
1508,1992,27186
2855,5044,27186
2937,5056,27186
854,1137,27187
1094,3972,27188
129,3577,27188
1185,3769,27191
33,346,27194
3209,4872,27195
3358,3545,27198
2429,4372,27198
49,3817,27198
110,927,27200
2531,3234,27202
827,1418,27203
2382,3304,27203
1890,1995,27205
1224,2949,27209
465,1988,27210
1003,2948,27216
2245,3536,27217
325,835,27218
3133,4875,27218
566,914,27218
856,4178,27219
2717,3206,27222
771,2633,27225
1804,4720,27225
2214,4957,27227
4438,4441,27229
1530,2742,27229
295,853,27231
2190,3851,27231
812,4850,27231
1508,4933,27231
343,4683,27232
3154,4840,27233
307,2148,27235
1353,2804,27236
2058,4236,27237
3517,3600,27238
1152,1767,27240
1433,4198,27241
2002,3949,27242
1237,3753,27243
2505,4853,27246
295,1078,27246
3428,4815,27247
2360,2407,27248
74,1918,27249
2375,3491,27249
1107,3677,27249
874,2069,27249
402,3840,27252
650,3150,27252
225,3297,27253
1537,2292,27253
2385,4763,27254
4403,4667,27254
2565,3933,27257
3528,4527,27257
98,1056,27260
1994,4989,27260
570,2887,27261
131,1755,27261
3230,5055,27263
743,4351,27264
1574,2752,27267
1141,2850,27268
2436,4383,27269
2525,4323,27269
3767,4082,27269
956,4711,27269
952,2131,27269
1900,4902,27269
4236,4456,27269
602,2091,27273
3155,4960,27275
288,4285,27276
165,3091,27276
10,1463,27278
225,2965,27280
3247,3350,27281
3671,3713,27283
3073,4420,27284
2278,4219,27286
252,481,27287
858,2703,27288
205,1286,27288
1238,3810,27289
3550,4784,27290
899,2047,27290
575,1581,27291
1517,3842,27292
3210,3244,27292
2953,3121,27292
391,2194,27294
2307,2369,27297
1122,1719,27298
1015,2317,27299
1403,4605,27300
2640,3594,27301
1505,4109,27302
745,1957,27302
2330,4893,27305
242,2227,27308
707,2405,27309
2602,3634,27309
2754,3539,27311
1291,3324,27311
2626,4108,27313
2404,4245,27313
2991,5034,27313
2694,4264,27315
79,2468,27316
3414,3519,27318
2576,2730,27320
1442,3733,27323
1465,4706,27325
268,4470,27326
1141,3816,27328
4320,4837,27332
81,1186,27332
668,3798,27333
2766,4788,27335
52,1498,27336
1475,4565,27337
1763,3792,27337
259,2402,27337
516,3430,27337
770,1558,27337
1777,5041,27338
3537,4870,27341
3070,3786,27343
45,558,27345
1197,2109,27345
974,3622,27346
1658,3059,27347
369,1660,27349
1446,5012,27350
1307,4297,27351
1954,5031,27354
300,603,27355
885,4430,27355
1416,5017,27357
2723,4764,27359
1307,4298,27360
634,4304,27361
708,4713,27361
379,596,27362
867,3627,27363
108,3713,27364
35,2987,27367
968,4141,27369
948,3365,27370
2506,4196,27370
3299,3516,27370
942,2068,27372
2442,2989,27373
2234,4460,27377
1615,3998,27380
1804,3025,27380
438,4495,27381
1890,3774,27381
2464,4134,27382
2755,4775,27382
394,2744,27384
1402,4712,27385
3961,4660,27386
3417,4161,27386
199,4999,27387
663,1498,27389
1986,4809,27389
649,4895,27392
2298,2985,27392
847,3883,27396
3896,4516,27399
2593,3392,27399
231,3585,27399
1494,2612,27399
427,4007,27400
3801,3860,27401
3251,4445,27401
1533,3653,27401
2326,4268,27402
1238,2111,27403
3247,4980,27403
901,3722,27406
2015,3981,27409
446,1065,27411
1815,4528,27411
2731,3390,27411
558,1639,27412
140,323,27413
427,4759,27413
4009,4247,27413
3113,4966,27414
1568,3042,27415
1072,2639,27415
2243,4247,27415
295,2573,27416
409,2437,27416
3051,3463,27416
1660,3590,27419
2569,4289,27421
2198,4515,27421
948,3290,27421
3016,3711,27423
1640,3287,27424
184,4441,27425
3126,4254,27425
5,1700,27427
948,3291,27428
2479,3490,27428
404,1885,27430
437,4721,27432
898,4809,27434
1748,4254,27436
4446,5037,27438
2261,3383,27439
331,3613,27441
4438,4489,27441
311,3442,27441
523,549,27441
2214,3593,27441
2862,4676,27443
1738,3650,27443
832,2061,27444
944,1371,27444
2085,4375,27444
3483,4641,27444
201,2750,27448
952,3231,27449
252,3305,27450
542,836,27452
2687,4174,27452
137,3188,27455
488,1530,27456
1526,1937,27458
4173,4869,27461
499,1718,27463
750,1763,27463
3670,3856,27464
2900,3941,27466
3816,4224,27466
1126,4616,27466
4320,4892,27466
4543,4874,27467
1740,3830,27468
2595,4598,27468
295,1538,27469
952,4958,27471
147,1814,27472
1275,2466,27473
822,1146,27473
1570,1814,27473
1080,2955,27474
2293,2948,27475
4167,4970,27475
2205,5041,27476
118,4573,27476
986,2060,27477
2742,3736,27478
316,1351,27479
532,1466,27480
1724,1998,27480
1334,3650,27481
2042,2647,27482
3463,4259,27482
377,1914,27482
449,948,27483
704,951,27484
109,4305,27486
3685,4500,27488
1114,4096,27488
421,1332,27489
3485,3938,27489
840,2281,27491
2532,3938,27493
823,3006,27495
810,830,27496
479,1560,27496
3564,3698,27496
2891,4675,27496
1369,2977,27497
4271,4448,27497
411,2947,27499
1232,2608,27499
2480,2540,27499
690,2987,27499
2206,2520,27501
3619,4543,27505
4297,4763,27507
166,4186,27507
2047,2653,27509
2104,4291,27509
259,2617,27509
4298,4763,27509
1683,5043,27509
1231,2608,27511
176,3992,27511
4180,4829,27513
1844,2990,27513
247,1821,27514
1861,4920,27515
663,3338,27517
3288,3818,27518
226,1516,27522
2325,3501,27522
1464,4539,27522
2902,3076,27523
860,995,27524
500,1261,27524
4255,4873,27527
4429,5024,27530
1121,4783,27530
2027,2069,27530
2976,4965,27530
186,1513,27531
1943,4453,27532
3615,4867,27532
1637,2224,27532
2081,5048,27535
1411,4416,27537
3092,3912,27537
267,1582,27539
1953,4131,27539
158,4579,27540
105,4083,27541
3093,3589,27542
2393,2888,27543
1209,4017,27543
1425,3507,27544
716,3452,27545
3644,3980,27545
1573,2480,27547
354,2404,27548
390,2822,27549
233,3768,27549
513,2627,27551
118,1457,27551
932,2070,27552
1329,3757,27557
135,2383,27557
1441,4321,27557
695,3747,27560
2006,2486,27561
23,3955,27561
1041,1267,27561
2742,4838,27561
414,3918,27563
977,2393,27564
1155,1911,27564
780,4921,27564
2043,4646,27565
1829,3507,27567
3965,4982,27569
1584,3590,27569
3621,3675,27570
1673,2986,27570
1297,2215,27571
406,3678,27572
1644,2609,27573
1449,4787,27574
2351,4047,27574
1676,2695,27574
1994,4356,27574
865,2911,27575
3780,4279,27578
1023,2924,27580
279,1288,27584
373,4126,27584
2071,4813,27585
3047,4870,27586
172,3965,27588
3423,4975,27589
935,1379,27589
2644,2871,27591
105,3324,27592
1530,3518,27592
3199,4646,27592
849,994,27592
2900,4051,27593
93,1791,27593
878,4817,27593
1104,1610,27594
2408,4251,27594
2414,2985,27594
3340,3611,27597
3247,3956,27598
1779,3438,27600
2158,3490,27600
186,4953,27601
4048,4241,27601
1723,2970,27603
1287,4721,27603
3946,4692,27605
1442,4229,27606
628,4961,27608
2075,2444,27609
2931,3697,27611
544,4501,27613
379,3484,27613
3964,4490,27614
3883,4790,27614
2426,2581,27615
2193,2755,27617
1275,1355,27618
1832,4953,27619
1546,3553,27620
2006,4920,27620
30,4912,27621
2088,4005,27621
1718,2960,27623
1941,3645,27626
2120,2886,27627
1672,4105,27628
1566,3002,27629
39,4105,27632
1392,1733,27632
1658,3820,27634
4576,4895,27634
20,4042,27635
2611,3408,27637
481,2359,27637
964,3996,27638
913,1763,27638
2838,3995,27638
2432,4748,27640
2779,4254,27641
2868,5000,27643
1357,4661,27645
2479,2945,27645
4233,4998,27645
870,2309,27645
548,3167,27647
3713,3961,27647
2233,3934,27648
816,1715,27649
3641,4183,27649
3357,4551,27651
4319,4946,27655
306,1437,27655
1074,3035,27655
1347,1357,27655
76,883,27658
2572,3175,27659
856,4670,27660
460,4213,27660
73,4237,27660
2346,3183,27661
4480,4659,27661
1937,4937,27661
3188,3225,27661
1141,4495,27663
1380,1895,27663
3242,3958,27664
613,2311,27666
2781,4392,27666
2440,3351,27666
4413,4839,27666
3394,4430,27666
23,4013,27666
646,2570,27666
4185,4946,27667
3625,4111,27668
203,1633,27668
1246,1365,27668
2089,3614,27668
1975,5011,27669
2777,4296,27669
3288,4437,27669
337,900,27670
1602,3635,27670
3341,3793,27671
265,4848,27674
1263,3255,27674
916,4172,27676
2900,4418,27677
70,5020,27678
898,4653,27678
3652,3986,27678
2145,4264,27681
461,2663,27683
1520,3952,27685
1073,3840,27686
1538,3582,27688
2374,3658,27690
2261,4168,27692
1724,1876,27694
1589,2620,27694
32,2437,27695
1633,3389,27696
3392,3582,27698
2215,3933,27700
338,785,27701
3225,4450,27701
426,2681,27701
1963,2122,27703
54,1745,27707
3868,5029,27708
2844,3752,27711
2656,4074,27711
3072,3382,27713
1182,3134,27713
3075,3236,27715
4500,4878,27715
4320,4569,27716
328,600,27717
802,1494,27718
2849,4931,27720
296,3542,27720
1302,1815,27721
3350,4485,27722
4409,5046,27722
633,2437,27723
1272,2388,27724
1059,3098,27727
1714,4863,27727
2290,3662,27727
381,1032,27730
1129,5020,27731
2692,3678,27733
1973,2132,27733
2536,3304,27733
1129,2622,27733
1397,4650,27735
2310,3892,27736
1712,2914,27736
1527,2663,27736
125,218,27738
4274,5042,27740
4165,5010,27740
236,1735,27741
1128,3347,27743
1502,4252,27743
366,4056,27746
4190,4844,27746
2240,2267,27747
1073,2216,27750
2113,4301,27752
1364,3885,27754
2196,2276,27755
1866,3633,27755
1127,4520,27756
4059,4695,27756
3615,4756,27757
1577,2067,27757
1698,3615,27761
2749,3749,27762
1577,4173,27763
117,3307,27763
498,4611,27764
806,1030,27765
1682,3477,27766
54,138,27768
4009,4975,27770
390,2472,27770
882,4500,27771
3991,4784,27772
122,1035,27772
2012,3556,27772
2032,2392,27772
1343,4096,27773
2148,4310,27774
3436,3502,27776
4096,4200,27776
325,2951,27776
1760,2527,27778
549,4591,27778
586,2115,27779
3496,3907,27781
1323,1792,27784
2269,5019,27786
2122,2670,27786
607,2996,27786
1513,1832,27788
113,1475,27790
1855,4683,27790
406,4441,27790
1551,1726,27791
2417,3122,27792
2394,4883,27794
2750,2803,27794
113,4223,27794
655,3690,27795
354,955,27795
1590,2042,27796
1703,4653,27797
479,2326,27798
403,2507,27798
2069,3668,27798
706,4526,27798
441,3408,27798
1932,3971,27798
668,4065,27798
1480,3563,27800
174,1379,27801
1904,4252,27802
4587,5012,27803
1341,4056,27804
1503,2990,27804
2732,4555,27804
1123,4084,27806
358,513,27809
441,2612,27809
1203,1511,27810
632,2511,27811
2652,4696,27811
1582,3826,27811
2541,2950,27812
558,4352,27813
1590,2460,27813
2100,4633,27813
381,1769,27814
2703,4949,27815
4163,4747,27818
1815,2948,27818
3123,4603,27824
636,2124,27824
984,2036,27825
1430,1723,27826
4176,5025,27826
4343,4475,27826
1237,4865,27826
762,2012,27828
1936,2788,27828
524,3494,27829
576,3837,27830
3489,4424,27832
1491,4116,27832
924,1216,27832
2211,4510,27832
4124,4696,27834
1018,4025,27834
929,1724,27835
2723,2757,27836
1045,1864,27838
3755,3864,27838
27,115,27838
28,1746,27840
679,4246,27842
1690,2895,27843
128,1891,27843
388,2653,27844
3232,4157,27847
1073,2061,27847
1180,2512,27847
1236,3346,27850
1465,1653,27850
1427,2829,27850
3273,3348,27852
4232,4734,27852
966,4817,27853
1117,4204,27856
2236,3070,27856
2224,2408,27857
1871,4409,27858
60,485,27860
1812,3335,27860
524,1091,27860
1438,3754,27860
2962,4621,27864
1308,5025,27865
3049,4823,27865
436,4105,27866
2399,4417,27866
2850,4662,27867
96,3947,27867
2710,4856,27867
2176,3253,27867
1890,3224,27869
201,3423,27869
4485,4927,27870
1213,4314,27870
625,4499,27871
2159,2750,27872
43,3888,27874
1890,4626,27876
2806,3709,27878
124,1141,27878
1168,3633,27880
4290,4859,27881
1637,4604,27882
1951,2317,27884
621,3773,27886
1104,1967,27887
1621,2390,27887
735,5039,27889
2023,3614,27891
2777,3273,27892
617,2992,27893
2311,2971,27895
989,3444,27896
631,2689,27898
3753,4805,27899
3604,3941,27902
2996,4504,27902
875,4208,27905
2355,3265,27906
2406,4917,27906
3213,3721,27907
1629,2014,27908
633,4067,27909
698,3285,27913
1499,2802,27913
1780,2517,27916
470,4541,27918
300,3717,27918
1575,2243,27918
621,983,27920
2846,4927,27921
1053,3275,27921
1407,5045,27923
2047,2064,27923
266,1209,27924
3236,4639,27924
931,4973,27925
4316,4884,27925
2207,2819,27925
792,1013,27925
3536,4014,27926
2109,3022,27928
1094,2915,27929
928,2133,27930
2208,4407,27931
1570,2402,27931
2184,2535,27932
32,4067,27932
266,2911,27932
797,1052,27933
23,3958,27935
2444,2956,27936
606,2817,27936
4452,5049,27937
1919,3569,27938
30,1051,27938
3957,4762,27938
2572,4010,27938
1897,3458,27939
756,4437,27939
3826,4890,27939
184,1155,27941
985,4234,27943
371,4061,27943
151,1936,27943
1597,3432,27943
205,4430,27943
2468,2606,27943
334,1471,27943
472,4618,27944
202,4279,27944
4125,4341,27945
2325,4612,27948
2590,2974,27949
116,1294,27949
2277,2849,27951
2048,3674,27953
2425,4890,27954
774,4319,27954
1814,2315,27955
56,992,27959
1843,4770,27961
1003,2261,27962
210,2173,27962
2751,3833,27963
1712,3750,27963
264,2217,27963
599,1500,27964
2971,3788,27966
621,3826,27967
4299,4921,27968
247,2388,27968
2399,2972,27968
1321,2260,27970
1574,3847,27970
2544,2987,27972
1495,1851,27974
167,603,27976
797,1636,27976
4303,5030,27977
166,3372,27977
2638,3831,27977
3424,3535,27981
2793,4316,27982
1821,2547,27982
65,1122,27983
807,2542,27984
3725,4550,27987
702,4042,27988
13,4864,27990
2953,3084,27990
2638,3832,27990
1599,5030,27991
2036,3734,27992
643,4508,27993
797,2381,27993
67,1197,27993
1305,2809,27993
1845,4612,27995
1138,4079,27998
3605,4694,28000
3158,3602,28001
1227,3285,28003
2275,3466,28005
328,4939,28006
3047,3119,28006
1422,3502,28007
465,1274,28009
383,2676,28009
2672,2967,28010
556,4148,28011
31,3617,28012
3049,4127,28012
2036,4836,28013
648,2859,28015
2674,2864,28016
3231,4366,28017
1181,3800,28019
1080,4223,28020
450,3994,28020
3400,4878,28021
353,456,28021
1356,2988,28022
599,1616,28022
2881,3860,28022
266,2914,28024
492,3278,28024
774,4185,28026
2855,4032,28026
636,1512,28026
4714,4767,28027
959,3697,28027
1048,3645,28028
2878,4004,28028
909,3160,28029
502,1147,28031
275,2186,28031
1678,3637,28031
1957,4824,28031
2445,2661,28031
1730,3959,28032
684,2427,28033
2186,3487,28034
324,2713,28035
1743,3202,28035
3019,3954,28035
2762,3293,28037
299,2263,28040
1242,1474,28041
194,2276,28041
704,1265,28042
4783,4988,28043
2433,3076,28043
4276,4731,28045
2304,4733,28046
1559,3054,28047
367,4803,28049
2160,3671,28050
206,4989,28052
1521,2907,28052
1581,1848,28052
1862,3023,28052
980,2427,28053
1407,2891,28058
2597,4076,28058
1083,4884,28059
2969,3698,28060
3754,4657,28062
617,3922,28062
555,4116,28062
795,999,28063
765,3105,28063
1308,2545,28064
2506,3607,28064
2041,4468,28064
2179,2564,28066
3582,4762,28067
3810,4719,28067
770,799,28068
1789,4192,28068
53,2835,28069
1994,4034,28069
186,2968,28069
374,1673,28070
869,1056,28071
690,1842,28071
365,4956,28074
479,2200,28074
1262,4412,28074
2271,3462,28075
1766,4125,28077
363,4343,28078
266,2884,28079
4059,4335,28082
3211,3497,28084
1488,3026,28086
318,4256,28087
2413,4761,28088
1264,4956,28089
697,2377,28090
615,4120,28090
2490,2728,28090
2590,4194,28091
604,756,28092
3012,4695,28092
1207,3273,28093
1634,2266,28093
1467,4258,28093
4086,4948,28094
469,2405,28096
1084,3377,28098
1225,2189,28098
3103,4453,28099
153,4840,28100
638,1299,28101
3208,3671,28101
1918,4371,28101
2633,4626,28103
668,4654,28103
507,1769,28104
567,2435,28106
3083,4300,28106
536,1978,28107
1771,3051,28107
1456,4681,28110
1464,2142,28113
2107,4762,28115
2106,3493,28116
358,2195,28119
955,2407,28119
1111,3981,28120
235,2175,28122
1779,4448,28124
3518,3652,28126
3303,3419,28128
1214,3774,28130
3394,4774,28131
142,3824,28132
1718,2121,28132
25,465,28133
1739,3000,28134
2426,4736,28135
56,2928,28135
1100,5044,28137
607,3689,28138
2861,3779,28138
807,2385,28138
4420,4473,28141
1218,4367,28142
4320,4571,28142
1763,3899,28142
562,1090,28142
943,2909,28143
900,4429,28143
2274,3620,28144
378,1244,28146
29,3398,28146
2465,4876,28148
631,3121,28148
231,606,28148
2928,4278,28150
281,4031,28151
4278,4570,28151
1197,4129,28152
3233,4091,28155
741,2067,28156
2930,3331,28158
18,465,28158
491,3945,28159
794,2249,28159
3497,4010,28160
1604,2153,28160
1084,2966,28162
2652,3049,28162
4006,4066,28163
1253,1717,28166
146,260,28167
230,242,28169
3060,3068,28171
2325,2490,28172
552,4139,28172
2670,4621,28173
852,4107,28175
2070,4129,28176
2637,3189,28176
4392,4771,28178
1253,1716,28179
2021,3945,28180
987,1227,28180
2554,3477,28180
76,3236,28181
1884,4542,28182
2378,3268,28184
1181,4862,28187
1144,4323,28187
2001,2879,28187
1782,3690,28187
436,4867,28187
2773,4743,28187
449,3403,28187
311,828,28188
1048,4568,28188
1418,4541,28189
865,1986,28189
2614,4851,28190
830,4619,28191
1427,4677,28192
2581,2583,28193
930,4379,28193
3464,3962,28194
396,1434,28195
3367,4222,28195
1835,3002,28195
749,871,28200
111,2537,28200
1291,2820,28200
3225,4888,28200
3568,4461,28201
2262,3013,28201
479,578,28201
3416,3452,28202
954,1482,28205
1297,4189,28206
1483,2225,28207
901,4257,28207
1558,1930,28209
2988,3539,28210
1230,5042,28211
1471,2392,28211
3537,3716,28212
386,2088,28212
1832,2968,28212
1248,3899,28212
448,647,28213
1728,2244,28214
543,1776,28214
1598,1955,28214
1328,1655,28216
321,2028,28218
1802,3909,28218
187,612,28218
397,2655,28220
1250,1435,28220
19,3441,28220
1280,3337,28221
447,2466,28221
666,3012,28221
2069,4104,28221
2379,4250,28221
4340,4424,28222
2894,4407,28223
2780,3678,28223
1498,4687,28226
1955,4774,28227
3511,4733,28228
29,1982,28228
3965,4764,28229
158,2745,28229
1620,3973,28229
1079,4779,28229
2235,4405,28231
205,3248,28233
1968,2638,28234
2388,2391,28235
874,4867,28235
2245,2810,28237
1873,3563,28237
919,1582,28237
825,1237,28238
1878,1901,28238
43,1246,28239
2176,4149,28241
580,3930,28242
10,4345,28242
920,1582,28243
187,3033,28245
1511,3687,28246
1280,3990,28246
910,4745,28250
394,4581,28252
1306,3579,28252
929,1113,28254
2242,3422,28254
116,297,28255
840,4157,28257
164,2112,28258
2175,3328,28260
2394,4941,28262
2937,4240,28262
1068,4034,28263
2371,3696,28263
3184,3438,28264
1468,4261,28265
901,4434,28270
103,4575,28271
3583,4252,28274
3023,3284,28274
4462,4745,28274
35,1842,28274
478,2821,28275
2175,3479,28275
1241,1846,28275
514,1073,28277
227,4462,28278
923,3002,28280
1080,4445,28281
412,1484,28281
429,4544,28283
333,3624,28285
3909,3975,28286
58,113,28286
416,985,28286
2375,3343,28286
2362,4256,28286
242,2004,28287
3374,4572,28288
1137,2985,28289
9,645,28291
843,4749,28293
2696,4139,28293
921,4563,28295
2097,3767,28298
4029,4401,28298
4250,4538,28298
324,2807,28303
596,831,28305
4361,4938,28305
1621,3501,28307
3081,3344,28308
2204,4220,28310
852,3715,28312
2134,4592,28315
173,2818,28316
340,946,28316
4246,4699,28316
603,4705,28320
995,4969,28321
928,1549,28322
4257,4488,28322
2216,4635,28324
1591,4976,28325
606,1486,28327
798,4300,28327
671,1242,28328
962,4241,28329
839,1457,28329
1856,4405,28330
478,1171,28332
1880,4339,28336
236,589,28337
2913,3246,28337
68,2466,28339
1478,1563,28342
760,2348,28344
1770,3022,28346
411,1437,28349
2375,3664,28350
2436,3533,28351
3442,4831,28354
2221,2648,28357
383,3154,28359
3048,4175,28359
2046,3530,28359
1672,2572,28361
70,599,28361
2400,2974,28363
635,4671,28366
2729,3183,28366
2655,4598,28367
74,4798,28367
3365,3403,28367
409,4387,28367
1145,2398,28368
2290,4520,28368
4887,4999,28369
1888,4226,28370
1778,4033,28370
2453,3929,28374
761,2368,28376
2181,3702,28377
635,1623,28380
818,2578,28380
1234,4367,28380
1552,3900,28381
2864,4323,28382
133,2702,28382
616,4404,28383
3265,3796,28385
3577,4913,28387
1890,2055,28387
608,3058,28388
1406,1709,28389
226,1266,28389
3766,4178,28390
1447,2363,28392
182,1289,28393
3457,4801,28394
2242,4103,28394
3068,4850,28394
219,3409,28396
456,2677,28397
184,5037,28401
223,4255,28402
827,1328,28403
1284,4545,28405
4155,4280,28406
700,3824,28408
1371,1554,28409
248,3735,28409
747,5047,28410
357,3465,28413
2495,3098,28418
1665,4794,28421
3527,4058,28422
2531,3786,28422
4067,4530,28422
3581,3865,28423
636,4452,28424
324,367,28424
2367,3735,28424
2046,3666,28425
1434,1590,28426
3228,4042,28427
2678,4047,28428
3125,3810,28430
1106,4765,28431
2416,2918,28434
3347,3711,28435
1119,4014,28435
2222,2294,28435
598,719,28435
74,3573,28437
3495,3805,28438
1756,5047,28439
2229,3089,28443
3599,3835,28444
176,2085,28445
4259,4876,28445
263,527,28445
367,2297,28445
1655,4259,28445
1144,3148,28446
2470,3691,28447
621,1756,28448
1073,5004,28449
256,1063,28449
869,1505,28450
746,1186,28451
275,2904,28451
863,4657,28451
1001,3939,28453
621,747,28455
1312,2465,28455
136,618,28457
1242,4986,28458
4176,4297,28458
2369,4453,28462
2890,3504,28463
3470,3589,28463
2793,3773,28466
1178,1435,28467
2164,4077,28469
1,367,28469
470,3537,28469
4176,4298,28469
1084,1233,28469
1074,1811,28469
518,626,28471
1478,2123,28471
583,3611,28473
2503,3654,28473
888,4005,28474
533,1335,28474
758,3470,28474
1056,4829,28474
983,2793,28474
1510,3589,28475
1710,3525,28476
1734,4321,28480
2595,3125,28482
1234,1609,28483
2519,2761,28485
3700,4052,28486
3574,3575,28488
4207,4923,28488
497,4777,28488
336,3947,28491
2220,4049,28493
1616,2359,28495
1440,2728,28496
3090,3765,28497
516,3134,28499
219,2426,28501
1110,3512,28503
2399,4901,28504
3560,4041,28504
4760,4761,28504
1017,4773,28504
479,2728,28506
2258,4323,28508
1792,3573,28508
1979,3202,28508
1650,2642,28508
1596,3715,28508
344,1303,28509
1418,5021,28509
2737,4116,28510
3319,3400,28510
1692,3160,28511
618,4450,28512
454,4407,28514
855,1501,28514
3073,4800,28514
2298,4483,28517
1635,3241,28517
2871,4746,28517
727,3437,28522
379,1532,28523
787,3467,28523
211,3837,28524
945,3503,28524
3696,3890,28525
2969,4415,28527
1578,1883,28527
1192,4737,28529
1243,2148,28529
2915,3531,28530
1813,3073,28530
238,4735,28531
372,2337,28533
54,3424,28536
3100,4572,28536
2526,4735,28536
381,2249,28537
684,2971,28537
2847,2868,28541
1380,3483,28542
1154,2916,28545
4276,4834,28546
1572,2508,28549
1954,2363,28553
2754,4541,28554
1383,5008,28555
38,4442,28556
799,2246,28558
1648,2743,28559
3079,3168,28559
433,3295,28560
1241,1488,28561
2466,4610,28561
3389,4383,28563
1810,3065,28565
1540,3307,28565
3718,3907,28567
2751,3049,28568
4413,5052,28568
1133,4328,28568
436,1820,28568
3068,4049,28571
748,3890,28571
1189,2522,28571
202,3254,28571
3501,3762,28575
692,2696,28575
3343,4860,28575
606,1143,28577
156,4912,28577
626,1142,28579
527,3550,28579
516,3247,28580
221,2135,28580
495,608,28580
368,4432,28580
1112,4847,28580
251,2348,28580
2365,2607,28581
782,2396,28582
2298,4811,28583
56,2471,28585
1027,4053,28587
1106,4810,28588
3138,4882,28589
354,2682,28589
23,239,28590
3355,4259,28591
2845,3278,28592
776,3534,28593
926,4847,28593
1993,2326,28594
850,2948,28596
4605,4766,28598
761,4277,28599
584,5024,28600
2528,2968,28601
1740,3983,28603
2294,4968,28605
3833,4522,28606
311,3915,28608
953,2084,28609
718,3796,28610
175,2397,28613
374,4094,28613
1850,3773,28614
980,1835,28614
73,3194,28617
2303,3766,28618
270,3974,28619
1620,3135,28620
1177,2042,28621
2985,4105,28621
3305,3959,28621
1066,2109,28621
3280,3308,28624
983,1850,28625
1248,2505,28626
145,2287,28628
507,1227,28629
720,4770,28629
644,1854,28630
1513,4896,28632
2759,4442,28632
1380,3830,28633
2648,4472,28634
221,241,28637
1315,2663,28639
1827,3187,28639
3317,4497,28640
524,4384,28641
2494,4622,28641
2544,2882,28644
2391,2661,28644
2461,3959,28645
753,2265,28647
117,4015,28647
2089,2238,28647
2038,5056,28650
832,2000,28652
1768,4483,28653
1417,1637,28654
2131,4284,28655
519,2149,28655
17,3941,28655
482,720,28656
1229,3758,28657
1283,3794,28659
3348,3535,28660
1308,2383,28661
440,3184,28661
1792,3108,28662
1141,3871,28664
133,949,28664
4683,4684,28666
3561,4638,28666
28,1882,28668
113,1170,28669
559,1931,28669
2245,4008,28669
281,881,28669
1870,3061,28670
540,2647,28670
1896,2768,28670
2250,2602,28671
