SSP_ID,X,Y,Z
1,-0.187455230215215,0.939217528659584,-0.287629919381738
2,-0.0632226543173948,0.60274194895183,-0.795427582470468
3,-0.37386051578047,-0.312618779136842,-0.873211207939609
4,0.125096461217334,-0.769413095206134,0.626381963594273
5,0.13050025732132,0.682315890843424,0.719315443975461
6,-0.783787029233161,-0.526986912526244,0.328576759421466
7,0.195052015989405,0.970362619453143,-0.142657274004885
8,-0.4181113447276,0.903819510309449,0.0910669873997459
9,0.49272225141002,0.223804599565862,-0.840913957654768
10,0.0208898478989861,0.991435225011178,0.128917837640069
11,-0.423937529698294,-0.254282983643402,-0.869262408679173
12,0.459221293482808,-0.874842399330331,0.15416413313714
13,0.343903641013463,0.894973257111142,0.284170995623333
14,-0.914080170482946,-0.356352750071966,-0.193572103997491
15,-0.344815948589462,-0.826411779633365,-0.445135408703425
16,-0.391513427656776,0.791160218748051,0.46987524326674
17,0.837332042370526,-0.233587348845966,-0.494279274579378
18,-0.449405207271032,-0.0523919754038198,-0.891790356861391
19,-0.493795449257103,-0.104331451770356,-0.863296590091995
20,0.455649042979217,-0.536182063885163,0.71055805111192
21,-0.37385547681148,-0.312549215643684,-0.873238266602294
22,-0.86450201301457,0.457866239656077,0.207351817153748
23,-0.221358370890059,0.846388312077769,-0.484383419219779
24,-0.340599375307648,0.777771538768518,0.528264610798122
25,-0.449396455861094,-0.0524090548527355,-0.891793763394279
26,-0.0916374404230324,-0.792261655370788,-0.603261178049652
27,-0.537968014856769,-0.0736111184303408,-0.83974509122382
28,0.150628445372045,0.982384591683246,0.110596498444315
29,-0.25882466985489,0.230605196246229,-0.937993088321415
30,0.128658993179038,0.86844208965234,0.478806015411704
31,0.103578911547931,0.994400030142164,-0.020975917996793
32,0.0838088534043478,0.995905124089514,-0.0338977861120492
33,-0.54429089885548,-0.130745921589345,0.828645232539744
34,0.602934057469237,-0.319799567742761,-0.730889019492854
35,-0.362956052855702,0.572299706582248,-0.735347502573635
36,0.4049800855329,0.501551705787411,0.764484804782608
37,0.0868795350167505,-0.820679312423873,-0.564745440490451
38,-0.459108322838004,0.115047886708484,0.880899274414951
39,-0.263358783933759,0.856175354570443,-0.444528866499249
40,-0.581459592581642,-0.294801905811934,0.758285288347626
41,-0.0722630464056898,-0.727800918302003,-0.681970582534856
42,0.00145540471300313,0.70775373710682,0.706457733631992
43,-0.109614182896831,-0.340718096940653,-0.933753666298023
44,0.32558843618049,-0.441425314188543,-0.836143445958341
45,-0.380363409777512,0.434853886147157,-0.816226545883641
46,-0.295571767989779,0.412416990854314,-0.861713151589361
47,-0.0940682317341599,0.946631615816624,-0.308285179200712
48,-0.777932690187404,0.610046276379026,-0.150546571577948
49,0.0101269797589666,0.0078991251027184,0.999917520650365
50,0.779680739187134,0.483297510365869,0.398147537245626
51,-0.157142676289354,0.946359630810069,0.282328936635351
52,0.933977373757128,0.179811394485215,-0.308794636810649
53,0.873268265771497,0.0319741471953534,0.48618945886102
54,0.0526383927406038,0.984386343774303,-0.167966442482852
55,-0.200728204749303,-0.18507337314471,0.962006254850228
56,0.214096597722772,-0.870572232270426,-0.443019903890582
57,0.775553977856111,0.243534751058156,0.582414673972596
58,-0.685294132104595,-0.422760970566157,-0.592996723657872
59,-0.106538800819928,-0.970236858613204,0.21746246137721
60,0.514649802766759,0.55271023709176,0.655474617606286
61,0.644929219688945,-0.226269634447912,-0.729978324416702
62,-0.966729454410564,0.0461832540260798,0.251597434451577
63,0.633855594124788,0.380479599157372,0.673396139298228
64,0.474230189136177,0.119798045954961,0.87221221952988
65,-0.645843186075775,-0.118293550198142,-0.754250101081207
66,-0.531088470410614,0.495265448958369,-0.687500670301476
67,-0.393331718699024,0.65731281969588,-0.642829694498258
68,-0.536542221116385,-0.205759751851746,0.818404160227332
69,-0.529171773034984,-0.719641408361639,0.449548081960416
70,0.121838941354108,0.992536158052502,0.00521989732559119
